"lkcode" "lknum" "spp" "len" "wt"
"ARR78" 7 "LMB" 12.9 1.16
"ARR78" 7 "LMB" 13 1.02
"ARR78" 7 "LMB" 13.3 1.09
"ARR78" 7 "LMB" 13.4 1.13
"ARR78" 7 "LMB" 13.4 1.29
"ARR78" 7 "LMB" 13.5 1.06
"ARR78" 7 "LMB" 13.6 1.28
"ARR78" 7 "LMB" 13.7 1.39
"ARR78" 7 "LMB" 13.8 1.33
"ARR78" 7 "LMB" 13.9 1.35
"ARR78" 7 "LMB" 14 1.24
"ARR78" 7 "LMB" 14.2 1.54
"ARR78" 7 "LMB" 16 2.15
"ARR78" 7 "LMB" 16.4 2.28
"ARR78" 7 "LMB" 4.3 0.04
"ARR78" 7 "LMB" 4.5 0.05
"ASA09" 8 "LMB" 4.7 0.06
"ASA09" 8 "LMB" 4.8 0.06
"ASA09" 8 "LMB" 4.9 0.05
"ASA09" 8 "LMB" 5 0.06
"ASA09" 8 "LMB" 5 0.06
"ASA09" 8 "LMB" 5 0.07
"ASA09" 8 "LMB" 5.1 0.07
"ASA09" 8 "LMB" 5.2 0.07
"ASA09" 8 "LMB" 9.4 0.34
"ASA09" 8 "LMB" 9.6 0.43
"ASA09" 8 "LMB" 9.7 0.47
"ASA09" 8 "LMB" 9.7 0.49
"ASA09" 8 "LMB" 9.9 0.5
"ASA09" 8 "LMB" 10.2 0.51
"ASA09" 8 "LMB" 10.2 0.59
"ASA09" 8 "LMB" 10.3 0.54
"ASA09" 8 "LMB" 10.5 0.65
"ASA09" 8 "LMB" 11 0.69
"ASA09" 8 "LMB" 11.2 0.72
"ASA09" 8 "LMB" 11.5 0.77
"ASA09" 8 "LMB" 11.9 0.94
"ASA09" 8 "LMB" 12.5 0.91
"ASA09" 8 "LMB" 12.5 1.02
"ASA09" 8 "LMB" 12.7 1.02
"ASA09" 8 "LMB" 12.9 1.16
"ASA09" 8 "LMB" 13.4 1.3
"ASA09" 8 "LMB" 13.4 1.38
"ASA09" 8 "LMB" 13.5 1.29
"ASA09" 8 "LMB" 13.5 1.34
"ASA09" 8 "LMB" 13.7 1.45
"ASA09" 8 "LMB" 13.7 1.49
"ASA09" 8 "LMB" 13.7 1.57
"ASA09" 8 "LMB" 13.8 1.36
"ASA09" 8 "LMB" 13.8 1.44
"ASA09" 8 "LMB" 13.9 1.48
"ASA09" 8 "LMB" 14 1.62
"ASA09" 8 "LMB" 14.1 1.6
"ASA09" 8 "LMB" 14.4 1.78
"ASA09" 8 "LMB" 14.5 1.91
"ASA09" 8 "LMB" 15.1 2.01
"ASA09" 8 "LMB" 15.1 2.03
"ASA09" 8 "LMB" 16.1 2.52
"ASA09" 8 "LMB" 16.3 2.59
"ASA09" 8 "LMB" 16.5 2.64
"ASA09" 8 "LMB" 16.5 2.68
"ASA09" 8 "LMB" 17.1 3.01
"ASA09" 8 "LMB" 8 0.25
"ASA09" 8 "LMB" 8 0.29
"BAD94" 9 "LMB" 8.2 0.26
"BAD94" 9 "LMB" 8.2 0.26
"BAD94" 9 "LMB" 8.3 0.28
"BAD94" 9 "LMB" 8.3 0.31
"BAD94" 9 "LMB" 8.5 0.3
"BAD94" 9 "LMB" 8.5 0.3
"BAD94" 9 "LMB" 8.5 0.3
"BAD94" 9 "LMB" 8.6 0.31
"BAD94" 9 "LMB" 8.7 0.3
"BAD94" 9 "LMB" 8.7 0.3
"BAD94" 9 "LMB" 8.7 0.3
"BAD94" 9 "LMB" 8.8 0.31
"BAD94" 9 "LMB" 8.8 0.33
"BAD94" 9 "LMB" 8.8 0.33
"BAD94" 9 "LMB" 9 0.26
"BAD94" 9 "LMB" 9.1 0.35
"BAD94" 9 "LMB" 9.1 0.36
"BAD94" 9 "LMB" 9.2 0.41
"BAD94" 9 "LMB" 9.3 0.39
"BAD94" 9 "LMB" 9.9 0.48
"BAD94" 9 "LMB" 9.9 0.49
"BAD94" 9 "LMB" 10.4 0.53
"BAD94" 9 "LMB" 10.5 0.53
"BAD94" 9 "LMB" 11.1 0.64
"BAD94" 9 "LMB" 11.3 0.66
"BAD94" 9 "LMB" 11.5 0.76
"BAD94" 9 "LMB" 11.5 0.79
"BAD94" 9 "LMB" 11.7 0.7
"BAD94" 9 "LMB" 11.7 0.73
"BAD94" 9 "LMB" 11.7 0.76
"BAD94" 9 "LMB" 11.7 0.83
"BAD94" 9 "LMB" 11.8 0.86
"BAD94" 9 "LMB" 12.1 0.81
"BAD94" 9 "LMB" 12.1 0.97
"BAD94" 9 "LMB" 12.1 0.98
"BAD94" 9 "LMB" 12.4 0.95
"BAD94" 9 "LMB" 12.4 0.98
"BAD94" 9 "LMB" 12.4 1.06
"BAD94" 9 "LMB" 12.5 0.96
"BAD94" 9 "LMB" 12.6 0.97
"BAD94" 9 "LMB" 12.8 1.01
"BAD94" 9 "LMB" 12.9 1.03
"BAD94" 9 "LMB" 13.1 1.11
"BAD94" 9 "LMB" 13.3 0.89
"BAD94" 9 "LMB" 13.3 1.21
"BAD94" 9 "LMB" 13.5 1.25
"BAD94" 9 "LMB" 15.7 2.73
"BAD94" 9 "LMB" 20 4.69
"BAD94" 9 "LMB" 5.7 0.09
"BAD94" 9 "LMB" 5.8 0.09
"BAC61" 10 "LMB" 6 0.1
"BAC61" 10 "LMB" 6.4 0.12
"BAC61" 10 "LMB" 6.4 0.12
"BAC61" 10 "LMB" 6.5 0.11
"BAC61" 10 "LMB" 6.5 0.12
"BAC61" 10 "LMB" 6.8 0.13
"BAC61" 10 "LMB" 6.9 0.14
"BAC61" 10 "LMB" 7 0.14
"BAC61" 10 "LMB" 7 0.14
"BAC61" 10 "LMB" 7 0.16
"BAC61" 10 "LMB" 7 0.16
"BAC61" 10 "LMB" 7.2 0.16
"BAC61" 10 "LMB" 7.5 0.21
"BAC61" 10 "LMB" 8.4 0.3
"BAC61" 10 "LMB" 8.6 0.26
"BAC61" 10 "LMB" 8.8 0.31
"BAC61" 10 "LMB" 8.8 0.31
"BAC61" 10 "LMB" 8.9 0.3
"BAC61" 10 "LMB" 8.9 0.33
"BAC61" 10 "LMB" 9.1 0.3
"BAC61" 10 "LMB" 9.3 0.34
"BAC61" 10 "LMB" 9.5 0.39
"BAC61" 10 "LMB" 9.5 0.39
"BAC61" 10 "LMB" 9.9 0.04
"BAC61" 10 "LMB" 10 0.47
"BAC61" 10 "LMB" 10.1 0.44
"BAC61" 10 "LMB" 10.2 0.51
"BAC61" 10 "LMB" 10.4 0.52
"BAC61" 10 "LMB" 10.5 0.54
"BAC61" 10 "LMB" 10.8 0.59
"BAC61" 10 "LMB" 11 0.63
"BAC61" 10 "LMB" 11.3 0.74
"BAC61" 10 "LMB" 11.4 0.81
"BAC61" 10 "LMB" 11.5 0.76
"BAC61" 10 "LMB" 11.7 0.77
"BAC61" 10 "LMB" 11.7 0.85
"BAC61" 10 "LMB" 12 0.79
"BAC61" 10 "LMB" 12.3 0.88
"BAC61" 10 "LMB" 13.4 1.21
"BAC61" 10 "LMB" 13.5 1.29
"BAC61" 10 "LMB" 13.7 1.22
"BAC61" 10 "LMB" 13.8 1.16
"BAC61" 10 "LMB" 13.8 1.38
"BAC61" 10 "LMB" 13.8 1.51
"BAC61" 10 "LMB" 14.1 1.47
"BAC61" 10 "LMB" 14.2 1.51
"BAC61" 10 "LMB" 14.2 1.56
"BAC61" 10 "LMB" 14.3 0.62
"BAC61" 10 "LMB" 14.8 1.87
"BAC61" 10 "LMB" 14.8 1.96
"BAC61" 10 "LMB" 14.9 1.53
"BAC61" 10 "LMB" 15.2 1.94
"BAC61" 10 "LMB" 15.2 1.96
"BAC61" 10 "LMB" 15.4 1.9
"BAC61" 10 "LMB" 15.4 2.17
"BAC61" 10 "LMB" 15.6 2.15
"BAC61" 10 "LMB" 15.7 2.23
"BAC61" 10 "LMB" 15.8 2.43
"BAC61" 10 "LMB" 16 2.25
"BAC61" 10 "LMB" 16.1 2.04
"BAC61" 10 "LMB" 16.1 2.45
"BAC61" 10 "LMB" 16.2 2.41
"BAC61" 10 "LMB" 16.4 0.34
"BAC61" 10 "LMB" 16.4 2.24
"BAC61" 10 "LMB" 16.4 2.69
"BAC61" 10 "LMB" 16.6 2.28
"BAC61" 10 "LMB" 16.7 2.44
"BAC61" 10 "LMB" 16.7 2.66
"BAC61" 10 "LMB" 16.7 2.76
"BAC61" 10 "LMB" 17.1 2.97
"BAC61" 10 "LMB" 17.2 3.3
"BAC61" 10 "LMB" 17.9 3.47
"BAC61" 10 "LMB" 18 3.78
"BAC61" 10 "LMB" 18.1 3.46
"BAC61" 10 "LMB" 5 0.08
"BAC61" 10 "LMB" 6.3 0.12
"BEA25" 11 "LMB" 7 0.18
"BEA25" 11 "LMB" 7 0.19
"BEA25" 11 "LMB" 7.6 0.23
"BEA25" 11 "LMB" 8 0.26
"BEA25" 11 "LMB" 8.3 0.33
"BEA25" 11 "LMB" 8.7 0.38
"BEA25" 11 "LMB" 9.6 0.51
"BEA25" 11 "LMB" 9.7 0.53
"BEA25" 11 "LMB" 10 0.55
"BEA25" 11 "LMB" 10.1 0.63
"BEA25" 11 "LMB" 10.5 0.59
"BEA25" 11 "LMB" 10.5 0.59
"BEA25" 11 "LMB" 10.6 0.63
"BEA25" 11 "LMB" 11 0.69
"BEA25" 11 "LMB" 11.5 0.79
"BEA25" 11 "LMB" 13.2 1.32
"BEA25" 11 "LMB" 14 1.59
"BEA25" 11 "LMB" 14.5 1.53
"BEA25" 11 "LMB" 14.5 1.75
"BEA25" 11 "LMB" 15.7 2.15
"BEA25" 11 "LMB" 16 2.19
"BEA25" 11 "LMB" 16 2.33
"BEA25" 11 "LMB" 16 2.48
"BEA25" 11 "LMB" 16 2.62
"BEA25" 11 "LMB" 16.1 2.32
"BEA25" 11 "LMB" 16.1 2.37
"BEA25" 11 "LMB" 16.1 2.4
"BEA25" 11 "LMB" 16.4 2.48
"BEA25" 11 "LMB" 16.8 2.78
"BEA25" 11 "LMB" 16.9 2.66
"BEA25" 11 "LMB" 17.1 2.97
"BEA25" 11 "LMB" 17.3 2.5
"BEA25" 11 "LMB" 19 4.41
"BEA25" 11 "LMB" 20.2 4.58
"BEA25" 11 "LMB" 8.1 0.27
"BEA25" 11 "LMB" 8.7 0.35
"BEE35" 12 "LMB" 8.8 0.33
"BEE35" 12 "LMB" 9 0.37
"BEE35" 12 "LMB" 9 0.38
"BEE35" 12 "LMB" 9.2 0.39
"BEE35" 12 "LMB" 9.2 0.39
"BEE35" 12 "LMB" 9.4 0.44
"BEE35" 12 "LMB" 9.6 0.41
"BEE35" 12 "LMB" 9.6 0.44
"BEE35" 12 "LMB" 9.6 0.45
"BEE35" 12 "LMB" 9.6 0.47
"BEE35" 12 "LMB" 9.7 0.47
"BEE35" 12 "LMB" 9.8 0.46
"BEE35" 12 "LMB" 9.8 0.47
"BEE35" 12 "LMB" 9.8 0.48
"BEE35" 12 "LMB" 9.8 0.5
"BEE35" 12 "LMB" 9.9 0.5
"BEE35" 12 "LMB" 10 0.53
"BEE35" 12 "LMB" 10.1 0.51
"BEE35" 12 "LMB" 10.1 0.55
"BEE35" 12 "LMB" 10.1 0.55
"BEE35" 12 "LMB" 10.8 0.59
"BEE35" 12 "LMB" 11.1 0.67
"BEE35" 12 "LMB" 11.5 0.75
"BEE35" 12 "LMB" 11.8 0.85
"BEE35" 12 "LMB" 11.9 0.87
"BEE35" 12 "LMB" 11.9 1
"BEE35" 12 "LMB" 12.1 0.78
"BEE35" 12 "LMB" 12.1 0.95
"BEE35" 12 "LMB" 12.3 0.91
"BEE35" 12 "LMB" 12.7 1
"BEE35" 12 "LMB" 13 1.2
"BEE35" 12 "LMB" 13.1 1.23
"BEE35" 12 "LMB" 13.3 1.27
"BEE35" 12 "LMB" 13.3 1.35
"BEE35" 12 "LMB" 13.4 1.22
"BEE35" 12 "LMB" 13.4 1.28
"BEE35" 12 "LMB" 13.5 1.28
"BEE35" 12 "LMB" 13.7 1.44
"BEE35" 12 "LMB" 13.8 1.62
"BEE35" 12 "LMB" 13.9 1.37
"BEE35" 12 "LMB" 13.9 1.39
"BEE35" 12 "LMB" 13.9 1.54
"BEE35" 12 "LMB" 13.9 1.59
"BEE35" 12 "LMB" 14.1 1.32
"BEE35" 12 "LMB" 14.1 1.59
"BEE35" 12 "LMB" 14.2 1.4
"BEE35" 12 "LMB" 14.2 1.67
"BEE35" 12 "LMB" 14.3 1.78
"BEE35" 12 "LMB" 14.4 1.72
"BEE35" 12 "LMB" 14.4 1.76
"BEE35" 12 "LMB" 14.4 1.77
"BEE35" 12 "LMB" 14.5 1.63
"BEE35" 12 "LMB" 14.7 1.57
"BEE35" 12 "LMB" 14.7 1.73
"BEE35" 12 "LMB" 14.7 1.87
"BEE35" 12 "LMB" 14.8 1.75
"BEE35" 12 "LMB" 14.8 1.96
"BEE35" 12 "LMB" 14.8 2.08
"BEE35" 12 "LMB" 14.9 1.84
"BEE35" 12 "LMB" 14.9 1.87
"BEE35" 12 "LMB" 14.9 1.99
"BEE35" 12 "LMB" 15.1 1.89
"BEE35" 12 "LMB" 15.8 2.33
"BEE35" 12 "LMB" 6.4 0.15
"BEE35" 12 "LMB" 6.7 0.17
"BIC77" 13 "LMB" 6.9 0.17
"BIC77" 13 "LMB" 7.8 0.27
"BIC77" 13 "LMB" 8 0.28
"BIC77" 13 "LMB" 10.2 0.6
"BIC77" 13 "LMB" 10.7 0.51
"BIC77" 13 "LMB" 10.8 0.58
"BIC77" 13 "LMB" 11 0.61
"BIC77" 13 "LMB" 11.4 0.82
"BIC77" 13 "LMB" 11.6 0.96
"BIC77" 13 "LMB" 12.6 0.97
"BIC77" 13 "LMB" 12.9 1.15
"BIC77" 13 "LMB" 13 1.12
"BIC77" 13 "LMB" 13.1 1.22
"BIC77" 13 "LMB" 13.1 1.28
"BIC77" 13 "LMB" 13.3 1.5
"BIC77" 13 "LMB" 13.5 1.28
"BIC77" 13 "LMB" 13.5 1.29
"BIC77" 13 "LMB" 13.5 1.31
"BIC77" 13 "LMB" 13.7 1.15
"BIC77" 13 "LMB" 13.9 1.21
"BIC77" 13 "LMB" 14 1.44
"BIC77" 13 "LMB" 14.1 1.48
"BIC77" 13 "LMB" 14.1 1.55
"BIC77" 13 "LMB" 14.2 1.64
"BIC77" 13 "LMB" 14.5 1.52
"BIC77" 13 "LMB" 14.5 1.67
"BIC77" 13 "LMB" 14.7 1.92
"BIC77" 13 "LMB" 15 1.96
"BIC77" 13 "LMB" 15.1 1.85
"BIC77" 13 "LMB" 15.1 2.04
"BIC77" 13 "LMB" 15.2 2.16
"BIC77" 13 "LMB" 15.6 1.6
"BIC77" 13 "LMB" 15.8 1.98
"BIC77" 13 "LMB" 16.3 2.31
"BIC77" 13 "LMB" 16.4 2.14
"BIC77" 13 "LMB" 16.8 3.07
"BIC77" 13 "LMB" 17 2.7
"BIC77" 13 "LMB" 17.1 2.84
"BIC77" 13 "LMB" 17.5 2.62
"BIC77" 13 "LMB" 14.3 2
"BIC77" 13 "LMB" 15.6 4.68
"BLU67" 14 "LMB" 15.7 4.74
"BLU67" 14 "LMB" 16.1 2.76
"BLU67" 14 "LMB" 16.2 2.75
"BLU67" 14 "LMB" 16.3 2.6
"BLU67" 14 "LMB" 16.3 2.7
"BLU67" 14 "LMB" 16.6 4.68
"BLU67" 14 "LMB" 16.8 2.7
"BLU67" 14 "LMB" 17 5.12
"BLU67" 14 "LMB" 17.1 3
"BLU67" 14 "LMB" 17.1 6.49
"BLU67" 14 "LMB" 17.4 3.4
"BLU67" 14 "LMB" 17.5 6.23
"BLU67" 14 "LMB" 18.2 4
"BLU67" 14 "LMB" 18.2 8.08
"BLU67" 14 "LMB" 18.8 3.9
"BLU67" 14 "LMB" 19.6 3.39
"BLU67" 14 "LMB" 19.6 9.32
"BLU67" 14 "LMB" 2.6 0.01
"BLU67" 14 "LMB" 2.8 0.01
"BWH93" 15 "LMB" 2.9 0.01
"BWH93" 15 "LMB" 3.8 0.03
"BWH93" 15 "LMB" 5 0.07
"BWH93" 15 "LMB" 6.7 0.14
"BWH93" 15 "LMB" 6.9 0.18
"BWH93" 15 "LMB" 7 0.14
"BWH93" 15 "LMB" 7.3 0.19
"BWH93" 15 "LMB" 7.4 0.19
"BWH93" 15 "LMB" 7.6 0.22
"BWH93" 15 "LMB" 7.8 0.22
"BWH93" 15 "LMB" 7.9 0.19
"BWH93" 15 "LMB" 8.3 0.27
"BWH93" 15 "LMB" 8.5 0.32
"BWH93" 15 "LMB" 8.7 0.3
"BWH93" 15 "LMB" 8.9 0.32
"BWH93" 15 "LMB" 8.9 0.34
"BWH93" 15 "LMB" 9 0.33
"BWH93" 15 "LMB" 9.1 0.37
"BWH93" 15 "LMB" 9.1 0.36
"BWH93" 15 "LMB" 9.3 0.45
"BWH93" 15 "LMB" 9.3 0.39
"BWH93" 15 "LMB" 9.4 0.41
"BWH93" 15 "LMB" 9.6 0.51
"BWH93" 15 "LMB" 9.6 0.43
"BWH93" 15 "LMB" 9.7 0.4
"BWH93" 15 "LMB" 9.7 0.45
"BWH93" 15 "LMB" 10 0.48
"BWH93" 15 "LMB" 10.3 0.56
"BWH93" 15 "LMB" 10.4 0.56
"BWH93" 15 "LMB" 10.5 0.62
"BWH93" 15 "LMB" 10.6 0.58
"BWH93" 15 "LMB" 10.6 0.6
"BWH93" 15 "LMB" 10.7 0.7
"BWH93" 15 "LMB" 10.8 0.61
"BWH93" 15 "LMB" 10.8 0.69
"BWH93" 15 "LMB" 10.8 0.7
"BWH93" 15 "LMB" 11 0.76
"BWH93" 15 "LMB" 11.1 0.86
"BWH93" 15 "LMB" 11.1 0.72
"BWH93" 15 "LMB" 11.1 0.77
"BWH93" 15 "LMB" 11.2 0.74
"BWH93" 15 "LMB" 11.2 0.7
"BWH93" 15 "LMB" 11.2 0.7
"BWH93" 15 "LMB" 11.2 0.77
"BWH93" 15 "LMB" 11.2 0.69
"BWH93" 15 "LMB" 11.4 0.79
"BWH93" 15 "LMB" 11.5 0.72
"BWH93" 15 "LMB" 11.7 0.84
"BWH93" 15 "LMB" 11.8 0.88
"BWH93" 15 "LMB" 11.8 0.83
"BWH93" 15 "LMB" 11.8 0.85
"BWH93" 15 "LMB" 11.8 1
"BWH93" 15 "LMB" 11.9 0.8
"BWH93" 15 "LMB" 11.9 0.79
"BWH93" 15 "LMB" 11.9 0.85
"BWH93" 15 "LMB" 11.9 1.02
"BWH93" 15 "LMB" 11.9 0.85
"BWH93" 15 "LMB" 12 0.8
"BWH93" 15 "LMB" 12 0.85
"BWH93" 15 "LMB" 12 1.14
"BWH93" 15 "LMB" 12.1 0.86
"BWH93" 15 "LMB" 12.1 0.94
"BWH93" 15 "LMB" 12.2 0.89
"BWH93" 15 "LMB" 12.2 1.01
"BWH93" 15 "LMB" 12.2 1.06
"BWH93" 15 "LMB" 12.2 1.02
"BWH93" 15 "LMB" 12.3 1
"BWH93" 15 "LMB" 12.3 1.01
"BWH93" 15 "LMB" 12.4 0.94
"BWH93" 15 "LMB" 12.4 1
"BWH93" 15 "LMB" 12.6 0.37
"BWH93" 15 "LMB" 12.7 0.62
"BWH93" 15 "LMB" 12.8 1.18
"BWH93" 15 "LMB" 12.8 1.21
"BWH93" 15 "LMB" 13 1.3
"BWH93" 15 "LMB" 13 1.05
"BWH93" 15 "LMB" 13 1.19
"BWH93" 15 "LMB" 13.2 1.31
"BWH93" 15 "LMB" 13.2 1.09
"BWH93" 15 "LMB" 13.2 1.29
"BWH93" 15 "LMB" 13.2 1.36
"BWH93" 15 "LMB" 13.3 1.24
"BWH93" 15 "LMB" 13.4 1.32
"BWH93" 15 "LMB" 13.4 1.43
"BWH93" 15 "LMB" 13.4 1.11
"BWH93" 15 "LMB" 13.5 1.2
"BWH93" 15 "LMB" 13.5 1.25
"BWH93" 15 "LMB" 13.6 1.26
"BWH93" 15 "LMB" 13.6 1.34
"BWH93" 15 "LMB" 13.6 1.42
"BWH93" 15 "LMB" 13.6 1.59
"BWH93" 15 "LMB" 13.6 1.63
"BWH93" 15 "LMB" 13.6 1.7
"BWH93" 15 "LMB" 13.6 0.64
"BWH93" 15 "LMB" 13.7 1.34
"BWH93" 15 "LMB" 13.7 1.32
"BWH93" 15 "LMB" 13.8 1.34
"BWH93" 15 "LMB" 13.8 1.53
"BWH93" 15 "LMB" 14 1.77
"BWH93" 15 "LMB" 14 1.6
"BWH93" 15 "LMB" 14.1 1.53
"BWH93" 15 "LMB" 14.1 1.56
"BWH93" 15 "LMB" 14.2 1.33
"BWH93" 15 "LMB" 14.2 1.33
"BWH93" 15 "LMB" 14.2 1.43
"BWH93" 15 "LMB" 14.2 1.76
"BWH93" 15 "LMB" 14.3 1.54
"BWH93" 15 "LMB" 14.3 1.94
"BWH93" 15 "LMB" 14.6 1.41
"BWH93" 15 "LMB" 14.6 1.61
"BWH93" 15 "LMB" 14.6 1.78
"BWH93" 15 "LMB" 14.6 2.05
"BWH93" 15 "LMB" 14.6 1.61
"BWH93" 15 "LMB" 14.6 1.74
"BWH93" 15 "LMB" 14.6 2.07
"BWH93" 15 "LMB" 14.8 1.96
"BWH93" 15 "LMB" 14.8 1.85
"BWH93" 15 "LMB" 14.8 2.06
"BWH93" 15 "LMB" 14.8 2.06
"BWH93" 15 "LMB" 15 1.94
"BWH93" 15 "LMB" 15 2.24
"BWH93" 15 "LMB" 15.1 1.83
"BWH93" 15 "LMB" 15.1 2.03
"BWH93" 15 "LMB" 15.2 2.19
"BWH93" 15 "LMB" 15.2 2
"BWH93" 15 "LMB" 15.3 1.94
"BWH93" 15 "LMB" 15.4 1.48
"BWH93" 15 "LMB" 15.4 2.39
"BWH93" 15 "LMB" 15.4 2.11
"BWH93" 15 "LMB" 15.4 2.36
"BWH93" 15 "LMB" 15.6 2.37
"BWH93" 15 "LMB" 15.6 2.44
"BWH93" 15 "LMB" 15.6 2.55
"BWH93" 15 "LMB" 15.6 1.68
"BWH93" 15 "LMB" 15.6 2.44
"BWH93" 15 "LMB" 15.6 2.64
"BWH93" 15 "LMB" 15.7 2.01
"BWH93" 15 "LMB" 15.7 2.2
"BWH93" 15 "LMB" 15.7 2.22
"BWH93" 15 "LMB" 15.7 1.38
"BWH93" 15 "LMB" 15.7 1.78
"BWH93" 15 "LMB" 15.8 2.51
"BWH93" 15 "LMB" 15.9 2.29
"BWH93" 15 "LMB" 15.9 2.37
"BWH93" 15 "LMB" 15.9 2.69
"BWH93" 15 "LMB" 16 2.45
"BWH93" 15 "LMB" 16 2.78
"BWH93" 15 "LMB" 16 2.62
"BWH93" 15 "LMB" 16.1 2.87
"BWH93" 15 "LMB" 16.1 2.48
"BWH93" 15 "LMB" 16.1 2.87
"BWH93" 15 "LMB" 16.1 2.65
"BWH93" 15 "LMB" 16.2 2.54
"BWH93" 15 "LMB" 16.3 2.7
"BWH93" 15 "LMB" 16.3 2.72
"BWH93" 15 "LMB" 16.3 2.8
"BWH93" 15 "LMB" 16.4 2.8
"BWH93" 15 "LMB" 16.4 2.84
"BWH93" 15 "LMB" 16.4 3.02
"BWH93" 15 "LMB" 16.4 3.21
"BWH93" 15 "LMB" 16.5 2.76
"BWH93" 15 "LMB" 16.5 2.68
"BWH93" 15 "LMB" 16.5 2.81
"BWH93" 15 "LMB" 16.5 3.14
"BWH93" 15 "LMB" 16.6 2.85
"BWH93" 15 "LMB" 16.6 2.59
"BWH93" 15 "LMB" 16.6 3.4
"BWH93" 15 "LMB" 16.7 2.87
"BWH93" 15 "LMB" 16.7 2.89
"BWH93" 15 "LMB" 16.9 2.91
"BWH93" 15 "LMB" 16.9 2.95
"BWH93" 15 "LMB" 17 3.11
"BWH93" 15 "LMB" 17.1 2.94
"BWH93" 15 "LMB" 17.1 2.61
"BWH93" 15 "LMB" 17.1 2.76
"BWH93" 15 "LMB" 17.1 3.76
"BWH93" 15 "LMB" 17.3 3.85
"BWH93" 15 "LMB" 17.3 2.98
"BWH93" 15 "LMB" 17.3 3.02
"BWH93" 15 "LMB" 17.3 3.96
"BWH93" 15 "LMB" 17.4 3.28
"BWH93" 15 "LMB" 17.4 3.49
"BWH93" 15 "LMB" 17.4 3.16
"BWH93" 15 "LMB" 17.4 3.89
"BWH93" 15 "LMB" 17.5 3.55
"BWH93" 15 "LMB" 17.6 3.46
"BWH93" 15 "LMB" 17.9 3.83
"BWH93" 15 "LMB" 18 3.34
"BWH93" 15 "LMB" 18 3.59
"BWH93" 15 "LMB" 18.1 3.39
"BWH93" 15 "LMB" 18.1 3.8
"BWH93" 15 "LMB" 18.2 3.59
"BWH93" 15 "LMB" 18.3 3.48
"BWH93" 15 "LMB" 18.5 4.29
"BWH93" 15 "LMB" 18.5 4.39
"BWH93" 15 "LMB" 18.5 4.43
"BWH93" 15 "LMB" 18.7 4.8
"BWH93" 15 "LMB" 18.7 3.94
"BWH93" 15 "LMB" 18.7 4.03
"BWH93" 15 "LMB" 18.8 3.84
"BWH93" 15 "LMB" 18.9 4.22
"BWH93" 15 "LMB" 19 3.98
"BWH93" 15 "LMB" 19 4.15
"BWH93" 15 "LMB" 19.3 5.13
"BWH93" 15 "LMB" 19.9 5.37
"BWH93" 15 "LMB" 20.1 5.3
"BWH93" 15 "LMB" 20.4 5.56
"BWH93" 15 "LMB" 8 0.25
"BWH93" 15 "LMB" 8 0.25
"BWO40" 16 "LMB" 8.2 0.24
"BWO40" 16 "LMB" 8.3 0.27
"BWO40" 16 "LMB" 8.3 0.28
"BWO40" 16 "LMB" 8.4 0.25
"BWO40" 16 "LMB" 8.6 0.3
"BWO40" 16 "LMB" 8.6 0.34
"BWO40" 16 "LMB" 8.7 0.3
"BWO40" 16 "LMB" 8.7 0.32
"BWO40" 16 "LMB" 8.8 0.29
"BWO40" 16 "LMB" 8.8 0.33
"BWO40" 16 "LMB" 8.8 0.33
"BWO40" 16 "LMB" 8.8 0.35
"BWO40" 16 "LMB" 8.9 0.32
"BWO40" 16 "LMB" 8.9 0.34
"BWO40" 16 "LMB" 9 0.35
"BWO40" 16 "LMB" 9.1 0.37
"BWO40" 16 "LMB" 9.2 0.4
"BWO40" 16 "LMB" 9.4 0.35
"BWO40" 16 "LMB" 9.8 0.47
"BWO40" 16 "LMB" 10 0.53
"BWO40" 16 "LMB" 10.1 0.53
"BWO40" 16 "LMB" 10.1 0.59
"BWO40" 16 "LMB" 10.4 0.6
"BWO40" 16 "LMB" 10.5 0.6
"BWO40" 16 "LMB" 13.6 1.39
"BWO40" 16 "LMB" 14.3 1.56
"BWO40" 16 "LMB" 14.4 1.63
"BWO40" 16 "LMB" 14.9 1.86
"BWO40" 16 "LMB" 15 2.23
"BWO40" 16 "LMB" 15.1 1.71
"BWO40" 16 "LMB" 15.1 1.8
"BWO40" 16 "LMB" 15.2 1.92
"BWO40" 16 "LMB" 15.4 2
"BWO40" 16 "LMB" 15.5 1.98
"BWO40" 16 "LMB" 15.6 2.01
"BWO40" 16 "LMB" 15.6 2.28
"BWO40" 16 "LMB" 15.9 2.22
"BWO40" 16 "LMB" 16 2.25
"BWO40" 16 "LMB" 16.4 2.76
"BWO40" 16 "LMB" 17.4 3.07
"BWO40" 16 "LMB" 18.1 3.81
"BWO40" 16 "LMB" 9.4 0.47
"BWO40" 16 "LMB" 10 0.58
"BRO97" 17 "LMB" 10.3 0.71
"BRO97" 17 "LMB" 10.5 0.64
"BRO97" 17 "LMB" 10.5 0.67
"BRO97" 17 "LMB" 10.5 0.73
"BRO97" 17 "LMB" 10.5 0.74
"BRO97" 17 "LMB" 10.5 0.78
"BRO97" 17 "LMB" 10.6 0.74
"BRO97" 17 "LMB" 10.6 0.76
"BRO97" 17 "LMB" 10.7 0.83
"BRO97" 17 "LMB" 11.2 0.98
"BRO97" 17 "LMB" 11.4 1.03
"BRO97" 17 "LMB" 11.8 1.09
