"lkcode" "lknum" "spp" "len" "wt"
"DWI08" 30 "LMB" 8.2 0.28
"DWI08" 30 "LMB" 8.6 0.33
"DWI08" 30 "LMB" 9.2 0.35
"DWI08" 30 "LMB" 9.2 0.35
"DWI08" 30 "LMB" 9.4 0.3
"DWI08" 30 "LMB" 9.4 0.4
"DWI08" 30 "LMB" 9.5 0.4
"DWI08" 30 "LMB" 9.8 0.43
"DWI08" 30 "LMB" 9.8 0.43
"DWI08" 30 "LMB" 10 0.45
"DWI08" 30 "LMB" 10.2 0.52
"DWI08" 30 "LMB" 10.5 0.56
"DWI08" 30 "LMB" 10.6 0.57
"DWI08" 30 "LMB" 10.8 0.61
"DWI08" 30 "LMB" 11 0.67
"DWI08" 30 "LMB" 12.2 0.91
"DWI08" 30 "LMB" 12.3 0.84
"DWI08" 30 "LMB" 12.3 1.03
"DWI08" 30 "LMB" 12.5 1.05
"DWI08" 30 "LMB" 12.5 1.09
"DWI08" 30 "LMB" 12.9 1.05
"DWI08" 30 "LMB" 13 1.12
"DWI08" 30 "LMB" 13 1.27
"DWI08" 30 "LMB" 13.1 1.24
"DWI08" 30 "LMB" 13.5 1.08
"DWI08" 30 "LMB" 13.8 2.01
"DWI08" 30 "LMB" 14 1.45
"DWI08" 30 "LMB" 14.2 1.57
"DWI08" 30 "LMB" 14.3 0.89
"DWI08" 30 "LMB" 14.5 1.85
"DWI08" 30 "LMB" 14.9 1.77
"DWI08" 30 "LMB" 14.9 1.81
"DWI08" 30 "LMB" 15 1.73
"DWI08" 30 "LMB" 15.2 1.88
"DWI08" 30 "LMB" 15.2 1.96
"DWI08" 30 "LMB" 15.5 1.79
"DWI08" 30 "LMB" 15.5 2.01
"DWI08" 30 "LMB" 16 2.26
"DWI08" 30 "LMB" 17 2.43
"DWI08" 30 "LMB" 17.1 2.65
"DWI08" 30 "LMB" 17.2 3.05
"DWI08" 30 "LMB" 18.2 3.22
"DWI08" 30 "LMB" 18.6 3.63
"DWI08" 30 "LMB" 8.4 0.3
"DWI08" 30 "LMB" 11.6 0.9
"EOK30" 31 "LMB" 11.8 0.85
"EOK30" 31 "LMB" 11.9 0.65
"EOK30" 31 "LMB" 12.1 1.05
"EOK30" 31 "LMB" 12.2 0.9
"EOK30" 31 "LMB" 12.3 1.05
"EOK30" 31 "LMB" 12.4 0.9
"EOK30" 31 "LMB" 12.4 0.95
"EOK30" 31 "LMB" 12.4 1
"EOK30" 31 "LMB" 12.5 0.8
"EOK30" 31 "LMB" 12.5 0.9
"EOK30" 31 "LMB" 12.5 1.05
"EOK30" 31 "LMB" 12.5 1.1
"EOK30" 31 "LMB" 12.5 1.15
"EOK30" 31 "LMB" 12.5 1.15
"EOK30" 31 "LMB" 12.5 1.2
"EOK30" 31 "LMB" 12.7 1
"EOK30" 31 "LMB" 12.7 1.15
"EOK30" 31 "LMB" 12.8 1.2
"EOK30" 31 "LMB" 12.8 1.2
"EOK30" 31 "LMB" 12.9 1.05
"EOK30" 31 "LMB" 13 1.2
"EOK30" 31 "LMB" 13.1 1.05
"EOK30" 31 "LMB" 13.1 1.1
"EOK30" 31 "LMB" 13.1 1.35
"EOK30" 31 "LMB" 13.2 1.25
"EOK30" 31 "LMB" 13.3 1.1
"EOK30" 31 "LMB" 13.3 1.2
"EOK30" 31 "LMB" 13.3 1.4
"EOK30" 31 "LMB" 13.4 1.3
"EOK30" 31 "LMB" 13.9 1.6
"EOK30" 31 "LMB" 13.9 1.85
"EOK30" 31 "LMB" 14.3 1.7
"EOK30" 31 "LMB" 14.3 1.9
"EOK30" 31 "LMB" 14.5 1.85
"EOK30" 31 "LMB" 14.6 1.9
"EOK30" 31 "LMB" 15.1 2.15
"EOK30" 31 "LMB" 15.7 2.3
"EOK30" 31 "LMB" 15.8 2.35
"EOK30" 31 "LMB" 16.3 2.8
"EOK30" 31 "LMB" 16.4 2.6
"EOK30" 31 "LMB" 17.4 3.3
"EOK30" 31 "LMB" 20.1 5.3
"EOK30" 31 "LMB" 3.6 0.02
"EOK30" 31 "LMB" 3.7 0.02
"EAS77" 32 "LMB" 3.9 0.03
"EAS77" 32 "LMB" 4.2 0.03
"EAS77" 32 "LMB" 4.3 0.03
"EAS77" 32 "LMB" 4.3 0.04
"EAS77" 32 "LMB" 5.3 0.04
"EAS77" 32 "LMB" 8.5 0.24
"EAS77" 32 "LMB" 9.2 0.36
"EAS77" 32 "LMB" 9.6 0.41
"EAS77" 32 "LMB" 9.8 0.44
"EAS77" 32 "LMB" 10 0.46
"EAS77" 32 "LMB" 10.4 0.49
"EAS77" 32 "LMB" 10.4 0.52
"EAS77" 32 "LMB" 10.5 0.47
"EAS77" 32 "LMB" 10.6 0.5
"EAS77" 32 "LMB" 10.6 0.51
"EAS77" 32 "LMB" 11.2 0.66
"EAS77" 32 "LMB" 11.4 0.62
"EAS77" 32 "LMB" 11.7 0.75
"EAS77" 32 "LMB" 12.1 0.8
"EAS77" 32 "LMB" 12.4 0.85
"EAS77" 32 "LMB" 12.5 0.96
"EAS77" 32 "LMB" 12.5 1.03
"EAS77" 32 "LMB" 12.6 0.92
"EAS77" 32 "LMB" 12.7 0.99
"EAS77" 32 "LMB" 12.7 1.03
"EAS77" 32 "LMB" 12.7 1.18
"EAS77" 32 "LMB" 12.8 1.22
"EAS77" 32 "LMB" 13 1.11
"EAS77" 32 "LMB" 13.1 1.11
"EAS77" 32 "LMB" 13.1 1.11
"EAS77" 32 "LMB" 13.1 1.13
"EAS77" 32 "LMB" 13.3 1.27
"EAS77" 32 "LMB" 13.5 1.4
"EAS77" 32 "LMB" 13.8 1.29
"EAS77" 32 "LMB" 14.8 1.42
"EAS77" 32 "LMB" 16.1 2.08
"EAS77" 32 "LMB" 16.2 2.31
"EAS77" 32 "LMB" 17.2 2.59
"EAS77" 32 "LMB" 7.8 0.29
"EAS77" 32 "LMB" 10.5 0.55
"FIS74" 33 "LMB" 11.4 0.9
"FIS74" 33 "LMB" 11.8 1.1
"FIS74" 33 "LMB" 11.9 1
"FIS74" 33 "LMB" 12.3 1.2
"FIS74" 33 "LMB" 12.5 1.25
"FIS74" 33 "LMB" 12.5 1.3
"FIS74" 33 "LMB" 13.1 1.55
"FIS74" 33 "LMB" 13.9 1.5
"FIS74" 33 "LMB" 14.2 1.85
"FIS74" 33 "LMB" 14.3 1.05
"FIS74" 33 "LMB" 14.3 1.8
"FIS74" 33 "LMB" 14.4 2
"FIS74" 33 "LMB" 14.4 2
"FIS74" 33 "LMB" 14.5 1.95
"FIS74" 33 "LMB" 14.5 2
"FIS74" 33 "LMB" 14.5 2.05
"FIS74" 33 "LMB" 14.7 1.75
"FIS74" 33 "LMB" 14.8 2.1
"FIS74" 33 "LMB" 14.8 2.25
"FIS74" 33 "LMB" 14.8 2.25
"FIS74" 33 "LMB" 14.9 1.9
"FIS74" 33 "LMB" 14.9 2
"FIS74" 33 "LMB" 14.9 2.1
"FIS74" 33 "LMB" 15 1.9
"FIS74" 33 "LMB" 15 2.15
"FIS74" 33 "LMB" 15.1 2.25
"FIS74" 33 "LMB" 15.1 2.35
"FIS74" 33 "LMB" 15.2 2.1
"FIS74" 33 "LMB" 15.2 2.3
"FIS74" 33 "LMB" 15.3 2.25
"FIS74" 33 "LMB" 15.3 2.45
"FIS74" 33 "LMB" 15.3 2.45
"FIS74" 33 "LMB" 15.4 2.1
"FIS74" 33 "LMB" 15.4 2.25
"FIS74" 33 "LMB" 15.4 2.4
"FIS74" 33 "LMB" 15.4 2.45
"FIS74" 33 "LMB" 15.4 2.5
"FIS74" 33 "LMB" 15.5 2.25
"FIS74" 33 "LMB" 15.7 2.35
"FIS74" 33 "LMB" 15.9 2.5
"FIS74" 33 "LMB" 15.9 2.6
"FIS74" 33 "LMB" 16 2.6
"FIS74" 33 "LMB" 16 2.75
"FIS74" 33 "LMB" 16.1 2.5
"FIS74" 33 "LMB" 16.5 2.95
"FIS74" 33 "LMB" 16.5 3
"FIS74" 33 "LMB" 16.6 2.95
"FIS74" 33 "LMB" 16.6 3.15
"FIS74" 33 "LMB" 16.7 2.8
"FIS74" 33 "LMB" 17.1 2.8
"FIS74" 33 "LMB" 4.1 0.17
"FIS74" 33 "LMB" 4.2 0.02
"FOG80" 34 "LMB" 4.3 0.03
"FOG80" 34 "LMB" 4.4 0.03
"FOG80" 34 "LMB" 4.5 0.04
"FOG80" 34 "LMB" 4.7 0.03
"FOG80" 34 "LMB" 4.9 0.05
"FOG80" 34 "LMB" 5.2 0.06
"FOG80" 34 "LMB" 5.3 0.06
"FOG80" 34 "LMB" 5.7 0.11
"FOG80" 34 "LMB" 6.2 0.11
"FOG80" 34 "LMB" 6.2 0.12
"FOG80" 34 "LMB" 6.3 0.11
"FOG80" 34 "LMB" 6.3 0.11
"FOG80" 34 "LMB" 6.3 0.11
"FOG80" 34 "LMB" 6.3 0.14
"FOG80" 34 "LMB" 6.5 0.11
"FOG80" 34 "LMB" 6.5 0.12
"FOG80" 34 "LMB" 6.8 0.13
"FOG80" 34 "LMB" 6.9 0.13
"FOG80" 34 "LMB" 6.9 0.17
"FOG80" 34 "LMB" 7 0.15
"FOG80" 34 "LMB" 7 0.16
"FOG80" 34 "LMB" 7.1 0.15
"FOG80" 34 "LMB" 7.2 0.14
"FOG80" 34 "LMB" 7.2 0.15
"FOG80" 34 "LMB" 7.2 0.15
"FOG80" 34 "LMB" 7.2 0.15
"FOG80" 34 "LMB" 7.2 0.15
"FOG80" 34 "LMB" 7.2 0.19
"FOG80" 34 "LMB" 7.3 0.17
"FOG80" 34 "LMB" 7.3 0.18
"FOG80" 34 "LMB" 7.4 0.19
"FOG80" 34 "LMB" 7.5 0.2
"FOG80" 34 "LMB" 7.6 0.22
"FOG80" 34 "LMB" 8 0.24
"FOG80" 34 "LMB" 8.2 0.26
"FOG80" 34 "LMB" 8.6 0.28
"FOG80" 34 "LMB" 8.7 0.28
"FOG80" 34 "LMB" 8.7 0.32
"FOG80" 34 "LMB" 8.8 0.33
"FOG80" 34 "LMB" 9 0.37
"FOG80" 34 "LMB" 9.2 0.35
"FOG80" 34 "LMB" 9.4 0.37
"FOG80" 34 "LMB" 9.7 0.38
"FOG80" 34 "LMB" 9.7 0.4
"FOG80" 34 "LMB" 9.7 0.4
"FOG80" 34 "LMB" 9.7 0.43
"FOG80" 34 "LMB" 9.7 0.45
"FOG80" 34 "LMB" 10.2 0.46
"FOG80" 34 "LMB" 10.2 0.48
"FOG80" 34 "LMB" 10.2 0.52
"FOG80" 34 "LMB" 10.3 0.47
"FOG80" 34 "LMB" 10.3 0.51
"FOG80" 34 "LMB" 10.4 0.51
"FOG80" 34 "LMB" 10.5 0.52
"FOG80" 34 "LMB" 10.7 0.37
"FOG80" 34 "LMB" 10.8 0.55
"FOG80" 34 "LMB" 10.9 0.62
"FOG80" 34 "LMB" 11.2 0.59
"FOG80" 34 "LMB" 11.3 0.62
"FOG80" 34 "LMB" 11.4 0.64
"FOG80" 34 "LMB" 11.6 0.66
"FOG80" 34 "LMB" 11.7 0.58
"FOG80" 34 "LMB" 11.7 0.73
"FOG80" 34 "LMB" 11.7 0.76
"FOG80" 34 "LMB" 11.7 0.78
"FOG80" 34 "LMB" 11.8 0.79
"FOG80" 34 "LMB" 11.9 0.77
"FOG80" 34 "LMB" 12.1 0.76
"FOG80" 34 "LMB" 12.3 0.85
"FOG80" 34 "LMB" 12.3 0.85
"FOG80" 34 "LMB" 12.4 0.9
"FOG80" 34 "LMB" 12.5 0.88
"FOG80" 34 "LMB" 12.5 0.94
"FOG80" 34 "LMB" 12.6 0.75
"FOG80" 34 "LMB" 12.7 1
"FOG80" 34 "LMB" 12.8 0.91
"FOG80" 34 "LMB" 12.8 0.99
"FOG80" 34 "LMB" 12.8 1
"FOG80" 34 "LMB" 13 0.98
"FOG80" 34 "LMB" 13.1 0.94
"FOG80" 34 "LMB" 13.2 1.02
"FOG80" 34 "LMB" 13.3 1.08
"FOG80" 34 "LMB" 13.3 1.15
"FOG80" 34 "LMB" 13.8 1.23
"FOG80" 34 "LMB" 13.9 1.2
"FOG80" 34 "LMB" 14.2 1.29
"FOG80" 34 "LMB" 14.8 1.59
"FOG80" 34 "LMB" 15.6 1.87
"FOG80" 34 "LMB" 16.6 2.57
"FOG80" 34 "LMB" 3.3 0.02
"FOG80" 34 "LMB" 3.4 0.01
"GEO44" 35 "LMB" 3.4 0.02
"GEO44" 35 "LMB" 3.5 0.02
"GEO44" 35 "LMB" 3.5 0.01
"GEO44" 35 "LMB" 3.5 0.02
"GEO44" 35 "LMB" 3.5 0.02
"GEO44" 35 "LMB" 3.8 0.03
"GEO44" 35 "LMB" 3.8 0.03
"GEO44" 35 "LMB" 3.9 0.03
"GEO44" 35 "LMB" 3.9 0.03
"GEO44" 35 "LMB" 3.9 0.03
"GEO44" 35 "LMB" 3.9 0.03
"GEO44" 35 "LMB" 4 0.03
"GEO44" 35 "LMB" 4 0.04
"GEO44" 35 "LMB" 4 0.03
"GEO44" 35 "LMB" 4 0.03
"GEO44" 35 "LMB" 4 0.04
"GEO44" 35 "LMB" 4.1 0.03
"GEO44" 35 "LMB" 4.1 0.03
"GEO44" 35 "LMB" 4.1 0.03
"GEO44" 35 "LMB" 4.1 0.02
"GEO44" 35 "LMB" 4.1 0.03
"GEO44" 35 "LMB" 4.1 0.04
"GEO44" 35 "LMB" 4.2 0.03
"GEO44" 35 "LMB" 4.2 0.04
"GEO44" 35 "LMB" 4.2 0.04
"GEO44" 35 "LMB" 4.2 0.03
"GEO44" 35 "LMB" 4.2 0.04
"GEO44" 35 "LMB" 4.2 0.04
"GEO44" 35 "LMB" 4.3 0.02
"GEO44" 35 "LMB" 4.3 0.03
"GEO44" 35 "LMB" 4.3 0.03
"GEO44" 35 "LMB" 4.3 0.04
"GEO44" 35 "LMB" 4.4 0.03
"GEO44" 35 "LMB" 4.4 0.04
"GEO44" 35 "LMB" 4.4 0.04
"GEO44" 35 "LMB" 4.4 0.04
"GEO44" 35 "LMB" 4.4 0.04
"GEO44" 35 "LMB" 4.4 0.04
"GEO44" 35 "LMB" 4.4 0.04
"GEO44" 35 "LMB" 4.4 0.04
"GEO44" 35 "LMB" 4.5 0.05
"GEO44" 35 "LMB" 4.5 0.04
"GEO44" 35 "LMB" 4.5 0.04
"GEO44" 35 "LMB" 4.6 0.04
"GEO44" 35 "LMB" 4.6 0.05
"GEO44" 35 "LMB" 4.6 0.04
"GEO44" 35 "LMB" 4.6 0.04
"GEO44" 35 "LMB" 4.6 0.04
"GEO44" 35 "LMB" 4.6 0.05
"GEO44" 35 "LMB" 4.7 0.04
"GEO44" 35 "LMB" 4.7 0.04
"GEO44" 35 "LMB" 4.8 0.05
"GEO44" 35 "LMB" 4.8 0.06
"GEO44" 35 "LMB" 4.8 0.07
"GEO44" 35 "LMB" 4.8 0.05
"GEO44" 35 "LMB" 4.8 0.05
"GEO44" 35 "LMB" 4.8 0.05
"GEO44" 35 "LMB" 4.8 0.05
"GEO44" 35 "LMB" 4.8 0.05
"GEO44" 35 "LMB" 4.8 0.05
"GEO44" 35 "LMB" 4.9 0.05
"GEO44" 35 "LMB" 4.9 0.05
"GEO44" 35 "LMB" 4.9 0.05
"GEO44" 35 "LMB" 4.9 0.06
"GEO44" 35 "LMB" 4.9 0.06
"GEO44" 35 "LMB" 4.9 0.06
"GEO44" 35 "LMB" 5 0.05
"GEO44" 35 "LMB" 5 0.05
"GEO44" 35 "LMB" 5 0.07
"GEO44" 35 "LMB" 5 0.06
"GEO44" 35 "LMB" 5 0.06
"GEO44" 35 "LMB" 5 0.06
"GEO44" 35 "LMB" 5 0.06
"GEO44" 35 "LMB" 5 0.06
"GEO44" 35 "LMB" 5 0.07
"GEO44" 35 "LMB" 5 0.07
"GEO44" 35 "LMB" 5 0.08
"GEO44" 35 "LMB" 5 0.05
"GEO44" 35 "LMB" 5 0.05
"GEO44" 35 "LMB" 5 0.05
"GEO44" 35 "LMB" 5 0.06
"GEO44" 35 "LMB" 5.1 0.05
"GEO44" 35 "LMB" 5.1 0.05
"GEO44" 35 "LMB" 5.1 0.06
"GEO44" 35 "LMB" 5.1 0.06
"GEO44" 35 "LMB" 5.1 0.05
"GEO44" 35 "LMB" 5.1 0.06
"GEO44" 35 "LMB" 5.1 0.07
"GEO44" 35 "LMB" 5.2 0.05
"GEO44" 35 "LMB" 5.2 0.06
"GEO44" 35 "LMB" 5.2 0.06
"GEO44" 35 "LMB" 5.2 0.06
"GEO44" 35 "LMB" 5.2 0.06
"GEO44" 35 "LMB" 5.2 0.06
"GEO44" 35 "LMB" 5.2 0.07
"GEO44" 35 "LMB" 5.2 0.06
"GEO44" 35 "LMB" 5.2 0.07
"GEO44" 35 "LMB" 5.2 0.07
"GEO44" 35 "LMB" 5.3 0.05
"GEO44" 35 "LMB" 5.3 0.06
"GEO44" 35 "LMB" 5.3 0.06
"GEO44" 35 "LMB" 5.3 0.06
"GEO44" 35 "LMB" 5.3 0.06
"GEO44" 35 "LMB" 5.3 0.07
"GEO44" 35 "LMB" 5.3 0.08
"GEO44" 35 "LMB" 5.3 0.07
"GEO44" 35 "LMB" 5.3 0.07
"GEO44" 35 "LMB" 5.4 0.07
"GEO44" 35 "LMB" 5.4 0.07
"GEO44" 35 "LMB" 5.4 0.08
"GEO44" 35 "LMB" 5.4 0.07
"GEO44" 35 "LMB" 5.4 0.07
"GEO44" 35 "LMB" 5.4 0.08
"GEO44" 35 "LMB" 5.5 0.08
"GEO44" 35 "LMB" 5.5 0.08
"GEO44" 35 "LMB" 5.5 0.07
"GEO44" 35 "LMB" 5.5 0.07
"GEO44" 35 "LMB" 5.5 0.07
"GEO44" 35 "LMB" 5.6 0.07
"GEO44" 35 "LMB" 5.6 0.07
"GEO44" 35 "LMB" 5.6 0.08
"GEO44" 35 "LMB" 5.6 0.08
"GEO44" 35 "LMB" 5.6 0.08
"GEO44" 35 "LMB" 5.6 0.09
"GEO44" 35 "LMB" 5.6 0.09
"GEO44" 35 "LMB" 5.6 0.07
"GEO44" 35 "LMB" 5.6 0.07
"GEO44" 35 "LMB" 5.6 0.08
"GEO44" 35 "LMB" 5.6 0.09
"GEO44" 35 "LMB" 5.6 0.09
"GEO44" 35 "LMB" 5.7 0.07
"GEO44" 35 "LMB" 5.7 0.08
"GEO44" 35 "LMB" 5.7 0.09
"GEO44" 35 "LMB" 5.7 0.09
"GEO44" 35 "LMB" 5.7 0.07
"GEO44" 35 "LMB" 5.8 0.07
"GEO44" 35 "LMB" 5.8 0.08
"GEO44" 35 "LMB" 5.8 0.09
"GEO44" 35 "LMB" 5.8 0.1
"GEO44" 35 "LMB" 5.8 0.1
"GEO44" 35 "LMB" 5.9 0.09
"GEO44" 35 "LMB" 5.9 0.09
"GEO44" 35 "LMB" 5.9 0.1
"GEO44" 35 "LMB" 5.9 0.1
"GEO44" 35 "LMB" 5.9 0.07
"GEO44" 35 "LMB" 5.9 0.08
"GEO44" 35 "LMB" 5.9 0.1
"GEO44" 35 "LMB" 6 0.08
"GEO44" 35 "LMB" 6.1 0.1
"GEO44" 35 "LMB" 6.2 0.11
"GEO44" 35 "LMB" 6.2 0.1
"GEO44" 35 "LMB" 6.3 0.11
"GEO44" 35 "LMB" 6.3 0.12
"GEO44" 35 "LMB" 6.3 0.1
"GEO44" 35 "LMB" 6.3 0.11
"GEO44" 35 "LMB" 6.4 0.11
"GEO44" 35 "LMB" 6.5 0.13
"GEO44" 35 "LMB" 6.5 0.12
"GEO44" 35 "LMB" 6.6 0.14
"GEO44" 35 "LMB" 6.7 0.13
"GEO44" 35 "LMB" 7.6 0.22
"GEO44" 35 "LMB" 7.8 0.24
"GEO44" 35 "LMB" 7.8 0.23
"GEO44" 35 "LMB" 7.9 0.23
"GEO44" 35 "LMB" 8.6 0.3
"GEO44" 35 "LMB" 8.6 0.31
"GEO44" 35 "LMB" 8.8 0.3
"GEO44" 35 "LMB" 8.9 0.32
"GEO44" 35 "LMB" 9.1 0.37
"GEO44" 35 "LMB" 9.3 0.43
"GEO44" 35 "LMB" 9.4 0.37
"GEO44" 35 "LMB" 9.6 0.39
"GEO44" 35 "LMB" 9.8 0.31
"GEO44" 35 "LMB" 9.8 0.44
"GEO44" 35 "LMB" 9.8 0.43
"GEO44" 35 "LMB" 10 0.45
"GEO44" 35 "LMB" 10.2 0.51
"GEO44" 35 "LMB" 10.3 0.52
"GEO44" 35 "LMB" 10.3 0.52
"GEO44" 35 "LMB" 10.4 0.5
"GEO44" 35 "LMB" 10.6 0.55
"GEO44" 35 "LMB" 10.6 0.6
"GEO44" 35 "LMB" 10.6 0.57
"GEO44" 35 "LMB" 10.7 0.59
"GEO44" 35 "LMB" 10.7 0.65
"GEO44" 35 "LMB" 10.9 0.56
"GEO44" 35 "LMB" 11 0.65
"GEO44" 35 "LMB" 11 0.58
"GEO44" 35 "LMB" 11 0.62
"GEO44" 35 "LMB" 11 0.63
"GEO44" 35 "LMB" 11 0.66
"GEO44" 35 "LMB" 11.1 0.62
"GEO44" 35 "LMB" 11.1 0.62
"GEO44" 35 "LMB" 11.1 0.68
"GEO44" 35 "LMB" 11.2 0.65
"GEO44" 35 "LMB" 11.2 0.68
"GEO44" 35 "LMB" 11.3 0.63
"GEO44" 35 "LMB" 11.3 0.67
"GEO44" 35 "LMB" 11.3 0.67
"GEO44" 35 "LMB" 11.3 0.69
"GEO44" 35 "LMB" 11.5 0.74
"GEO44" 35 "LMB" 11.5 0.75
"GEO44" 35 "LMB" 12.1 0.94
"GEO44" 35 "LMB" 12.6 0.88
"GEO44" 35 "LMB" 12.8 0.96
"GEO44" 35 "LMB" 13 0.99
"GEO44" 35 "LMB" 13 1.08
"GEO44" 35 "LMB" 13.1 1.04
"GEO44" 35 "LMB" 13.4 1.07
"GEO44" 35 "LMB" 13.5 1.31
"GEO44" 35 "LMB" 13.6 1.09
"GEO44" 35 "LMB" 13.6 1.31
"GEO44" 35 "LMB" 13.7 1.18
"GEO44" 35 "LMB" 13.7 1.18
"GEO44" 35 "LMB" 13.7 1.32
"GEO44" 35 "LMB" 14 1.67
"GEO44" 35 "LMB" 14.1 1.27
"GEO44" 35 "LMB" 14.1 1.35
"GEO44" 35 "LMB" 14.1 1.39
"GEO44" 35 "LMB" 14.3 1.31
"GEO44" 35 "LMB" 14.3 1.27
"GEO44" 35 "LMB" 14.4 1.55
"GEO44" 35 "LMB" 14.5 1.69
"GEO44" 35 "LMB" 14.8 1.75
"GEO44" 35 "LMB" 14.9 1.45
"GEO44" 35 "LMB" 15.7 2.1
"GEO44" 35 "LMB" 16.7 2.18
"GEO44" 35 "LMB" 17.2 2.75
"GEO44" 35 "LMB" 19.7 4.77
"GEO44" 35 "LMB" 3 0.01
"GEO44" 35 "LMB" 3 0.01
"GWY07" 36 "LMB" 3.9 0.02
"GWY07" 36 "LMB" 3.9 0.02
"GWY07" 36 "LMB" 3.9 0.03
"GWY07" 36 "LMB" 3.9 0.03
"GWY07" 36 "LMB" 4 0.03
"GWY07" 36 "LMB" 4 0.03
"GWY07" 36 "LMB" 4 0.03
"GWY07" 36 "LMB" 4 0.03
"GWY07" 36 "LMB" 4 0.03
"GWY07" 36 "LMB" 4 0.03
"GWY07" 36 "LMB" 4.5 0.05
"GWY07" 36 "LMB" 4.5 0.05
"GWY07" 36 "LMB" 5 0.08
"GWY07" 36 "LMB" 5 0.08
"GWY07" 36 "LMB" 5.2 0.06
"GWY07" 36 "LMB" 5.2 0.06
"GWY07" 36 "LMB" 5.6 0.08
"GWY07" 36 "LMB" 5.6 0.08
"GWY07" 36 "LMB" 5.7 0.09
"GWY07" 36 "LMB" 5.7 0.09
"GWY07" 36 "LMB" 5.8 0.09
"GWY07" 36 "LMB" 5.8 0.09
"GWY07" 36 "LMB" 6 0.1
"GWY07" 36 "LMB" 6 0.1
"GWY07" 36 "LMB" 6.8 0.17
"GWY07" 36 "LMB" 6.8 0.17
"GWY07" 36 "LMB" 7.2 0.17
"GWY07" 36 "LMB" 7.2 0.17
"GWY07" 36 "LMB" 7.2 0.19
"GWY07" 36 "LMB" 7.2 0.19
"GWY07" 36 "LMB" 7.4 0.15
"GWY07" 36 "LMB" 7.4 0.15
"GWY07" 36 "LMB" 7.4 0.18
"GWY07" 36 "LMB" 7.4 0.18
"GWY07" 36 "LMB" 7.4 0.21
"GWY07" 36 "LMB" 7.4 0.21
"GWY07" 36 "LMB" 7.7 0.2
"GWY07" 36 "LMB" 7.7 0.2
"GWY07" 36 "LMB" 7.7 0.2
"GWY07" 36 "LMB" 7.7 0.2
"GWY07" 36 "LMB" 7.8 0.23
"GWY07" 36 "LMB" 7.8 0.23
"GWY07" 36 "LMB" 7.9 0.21
"GWY07" 36 "LMB" 7.9 0.21
"GWY07" 36 "LMB" 7.9 0.25
"GWY07" 36 "LMB" 7.9 0.25
"GWY07" 36 "LMB" 8 0.28
"GWY07" 36 "LMB" 8 0.28
"GWY07" 36 "LMB" 8.3 0.28
"GWY07" 36 "LMB" 8.3 0.28
"GWY07" 36 "LMB" 8.4 0.27
"GWY07" 36 "LMB" 8.4 0.27
"GWY07" 36 "LMB" 8.8 0.33
"GWY07" 36 "LMB" 8.8 0.33
"GWY07" 36 "LMB" 8.8 0.33
"GWY07" 36 "LMB" 8.8 0.33
"GWY07" 36 "LMB" 8.8 0.34
"GWY07" 36 "LMB" 8.8 0.34
"GWY07" 36 "LMB" 8.9 0.34
"GWY07" 36 "LMB" 9.2 0.38
"GWY07" 36 "LMB" 9.2 0.38
"GWY07" 36 "LMB" 9.3 0.38
"GWY07" 36 "LMB" 9.5 0.38
"GWY07" 36 "LMB" 9.8 0.42
"GWY07" 36 "LMB" 9.8 0.42
"GWY07" 36 "LMB" 10.1 0.5
"GWY07" 36 "LMB" 10.1 0.5
"GWY07" 36 "LMB" 10.3 0.56
"GWY07" 36 "LMB" 10.3 0.56
"GWY07" 36 "LMB" 10.3 0.56
"GWY07" 36 "LMB" 10.3 0.56
"GWY07" 36 "LMB" 10.3 0.58
"GWY07" 36 "LMB" 10.3 0.58
"GWY07" 36 "LMB" 10.5 0.49
"GWY07" 36 "LMB" 10.5 0.49
"GWY07" 36 "LMB" 10.7 0.55
"GWY07" 36 "LMB" 10.7 0.55
"GWY07" 36 "LMB" 10.8 0.67
"GWY07" 36 "LMB" 10.8 0.67
"GWY07" 36 "LMB" 11 0.61
"GWY07" 36 "LMB" 11 0.61
"GWY07" 36 "LMB" 11.1 0.68
"GWY07" 36 "LMB" 11.1 0.68
"GWY07" 36 "LMB" 11.1 0.76
"GWY07" 36 "LMB" 11.2 0.71
"GWY07" 36 "LMB" 11.2 0.71
"GWY07" 36 "LMB" 11.3 0.76
"GWY07" 36 "LMB" 11.3 0.76
"GWY07" 36 "LMB" 11.4 0.72
"GWY07" 36 "LMB" 11.4 0.72
"GWY07" 36 "LMB" 11.4 0.75
"GWY07" 36 "LMB" 11.4 0.75
"GWY07" 36 "LMB" 11.4 0.77
"GWY07" 36 "LMB" 11.4 0.77
"GWY07" 36 "LMB" 11.5 0.73
"GWY07" 36 "LMB" 11.5 0.73
"GWY07" 36 "LMB" 11.5 0.8
"GWY07" 36 "LMB" 11.5 0.8
"GWY07" 36 "LMB" 11.9 0.89
"GWY07" 36 "LMB" 11.9 0.89
"GWY07" 36 "LMB" 12 0.86
"GWY07" 36 "LMB" 12 0.86
"GWY07" 36 "LMB" 12.1 0.93
"GWY07" 36 "LMB" 12.1 0.93
"GWY07" 36 "LMB" 12.3 1.12
"GWY07" 36 "LMB" 12.3 1.12
"GWY07" 36 "LMB" 12.4 0.95
"GWY07" 36 "LMB" 12.4 0.95
"GWY07" 36 "LMB" 12.4 1
"GWY07" 36 "LMB" 12.4 1
"GWY07" 36 "LMB" 12.6 0.96
