"lam" "tau2" "xi1" "xi2"
0.0118597672178492 0.0130693970053161 0.01 0.007410543
0.00416275923638124 0.000994102592451372 0.01 0.007410543
0.0347439772404917 0.0808696914876736 0.01 0.00706444011735762
0.0418732250488743 0.119679811384962 0.0787788585239972 0.007410543
0.00697806584167375 0.00311292677441634 0.01 0.007410543
0.0130812330878918 0.0116042535965658 0.01 0.007410543
0.0689171220103322 0.33907768321514 0.01 0.007410543
0.00258278737211335 0.000343545067721872 0.050927184793158 0.00110865421561546
0.0199733462843515 0.0361717938723396 0.01 0.007410543
0.0259142738873176 0.0422993070501143 0.0985588542221125 0.007410543
0.00355248393101432 0.000822420751160273 0.0624212759101657 0.007410543
0.0514328161442891 0.163460663287599 0.01 0.007410543
0.0367096558649094 0.161620627864307 0.01 0.007410543
0.0422192062308218 0.142915560905624 0.01 0.007410543
0.0245646696430995 0.0438191383337814 0.01 0.007410543
0.0366032157838516 0.106307218590217 0.01 0.007410543
0.0606336975266252 0.391267292158588 0.01 0.007410543
0.0284575744394951 0.0731766917858332 0.01 0.00456455725485803
0.0530168772733631 0.192731870950208 0.0523602338214776 0.00349051581020238
0.0938469973229295 0.647225764763608 0.01 0.00655943272191126
0.0547834921745296 0.232802843554203 0.00648158524793637 0.007410543
0.0246067902395907 0.0424624176572779 0.01 0.007410543
0.0714142953025759 0.528715796776163 0.01 0.00254913881080653
0.0139694406853972 0.0159148875129351 0.01 0.00190376709337377
0.000597350947790569 3.00606971182489e-06 0.018228712805842 0.007410543
0.0310177999533919 0.0769336026297112 0.01 0.007410543
0.0977527739957047 0.727627347572982 0.01 0.007410543
0.00213011729862818 0.0002292833899683 0.01 0.007410543
0.0108129650811786 0.0102558376046457 0.01 0.007410543
0.0764764185128015 0.546244632440395 0.0431386062306006 0.007410543
0.0128445089240436 0.0146189084257654 0.01 0.007410543
0.00622655388604555 0.00189668023682231 0.0876950963884739 0.007410543
0.00616717737711024 0.00340496193182007 0.01 0.007410543
0.0488381407105134 0.18913414453951 0.01 0.007410543
0.0287563028431585 0.0769691289453285 0.01 0.007410543
0.118754588665978 1.0255266250846 0.01 0.007410543
0.0363958328350603 0.100039953969558 0.01 0.007410543
0.00869015257751404 0.00452354237111043 0.01 0.007410543
0.057300181251246 0.197505181064266 0.01 0.007410543
0.0811292304337045 0.667817865524664 0.0799653071102256 0.007410543
0.00427608007976026 0.00123167370739049 0.01 0.007410543
0.0265015361826327 0.0595678072453149 0.01 0.00354216414344723
0.0201665112874033 0.0325308743835589 0.00979924103790542 0.007410543
0.00621434142869311 0.00203928920874935 0.0652292101024645 0.0089942873287741
0.00684353165940284 0.00237769361618752 0.0317742631019846 0.007410543
0.0094620402342236 0.00787275213122457 0.082443567224653 0.007410543
0.0426053288497237 0.133918914859189 0.01 0.007410543
0.056995625438027 0.314534536580959 0.01 0.007410543
0.0281068656486459 0.067329848592439 0.01 0.007410543
0.00761920819957124 0.0042894426395642 0.01 0.007410543
0.0543169579680614 0.1819810603435 0.01 0.007410543
0.0170329007207066 0.0186647951274431 0.01 0.007410543
0.0611513570830099 0.271337525719231 0.01 0.007410543
0.0100905318417609 0.00692624608806905 0.01 0.007410543
0.0446407152349868 0.164818851998015 0.0283784148586951 0.007410543
0.00868861925092273 0.00410262138027236 0.0730850650346182 0.007410543
0.0155661545845201 0.0132736060668885 0.01 0.007410543
0.04502833636265 0.147473166657835 0.01 0.007410543
0.0599209776126757 0.247480500295153 0.058039816665854 0.007410543
0.02659179736034 0.070742046016203 0.01 0.007410543
0.00263807170520527 0.000510134544076391 0.01 0.00743777216597409
0.0235556024844299 0.0806927316947779 0.01 0.00342128459772509
0.0100938693428644 0.00751280522028049 0.0573486193615492 0.007410543
0.0183584751689508 0.0269583222501808 0.01 0.007410543
0.0140007726305528 0.0149448472877649 0.01 0.007410543
0.060446077664102 0.309895320041949 0.0930649044990436 0.007410543
0.057032964722443 0.239904419134402 0.01 0.007410543
0.0464489385898727 0.146283184159709 0.01 0.007410543
0.00257762428842556 0.000395556989443085 0.0998264749232006 0.007410543
0.0246813984034865 0.040211920620566 0.01 0.007410543
0.00980560221413549 0.00592452775314121 0.01 0.007410543
0.0101412675553336 0.00785121516957015 0.01 0.007410543
0.0176065863660063 0.0198548583039773 0.01 0.007410543
0.0957064459182817 0.797202057432364 0.01 0.00053491740150211
0.0559366246978357 0.207197020649061 0.01 0.007410543
0.0623706528428061 0.294242499722306 0.0257054127192375 0.007410543
0.0023662100487919 0.000386247600362039 0.01 0.007410543
0.0586505880874388 0.269835468204119 0.01 0.00484117465782059
0.0104073296919607 0.00797734777640817 0.01 0.007410543
0.0178732007119883 0.0252419448810248 0.064940057632015 0.007410543
0.0105120743563893 0.00893199312560545 0.01 0.007410543
0.0186253168317986 0.0209417812485024 0.01 0.007410543
0.0373558501304819 0.148117189250251 0.01 0.00803415360971554
0.0978529213278931 0.690169413883399 0.01 0.007410543
0.0496129273859694 0.23329440278026 0.01 0.007410543
0.0643146299425755 0.275292528670094 0.01 0.007410543
0.0196089741932691 0.0255157866116154 0.01 0.00616087545386985
0.0310114385159847 0.0599561659726652 0.0959388283107911 0.007410543
0.0186017000279959 0.0256129740511341 0.01 0.007410543
0.0572988660841937 0.220895931662656 0.01 0.007410543
0.0439435321441058 0.154131234031903 0.01 0.007410543
0.035371910660868 0.0723172420389068 0.01 0.007410543
0.0202171020968245 0.0276207651193346 0.01 0.000591051400302412
0.111474279780692 0.742216924064221 0.0536111535668953 0.007410543
0.0515969733468456 0.188531580991542 0.01 0.007410543
0.0202991611829425 0.0391528502712014 0.01 0.007410543
0.00983624448635286 0.00962458916068691 0.0406199404676571 0.007410543
0.0338786650001693 0.0881108877506959 0.01 0.007410543
0.0354321071730956 0.0872008508948488 0.01 0.007410543
0.0278696920474104 0.0595490490586342 0.0584074097296144 0.00716216631528741
0.0779204465110988 0.627283909890104 0.01 0.007410543
0.0828559259403375 0.620031808120215 0.01 0.007410543
0.010846490403891 0.00601428923897051 0.0246590207816646 0.007410543
0.0634890726933411 0.348126838201391 0.01 0.007410543
0.0610726177653641 0.212870112434431 0.01 0.007410543
0.0993718999288246 0.756283244394043 0.0319809998040524 0.007410543
0.0124183723576464 0.0118423078637285 0.01 0.007410543
0.0174441324622987 0.0246154702996794 0.0568695726807386 0.007410543
0.0522998448682916 0.18240468286013 0.01 0.007410543
0.0401800835466388 0.190246817809342 0.0323548728184525 0.000961342877071993
0.0401226068986958 0.119480234699325 0.01 0.007410543
0.0229658743386735 0.0350738181910562 0.01 0.007410543
0.00439055697170598 0.00146215571227003 0.01 0.00212682571409434
0.0505788938019321 0.200508918335093 0.01 0.007410543
0.0130290559708235 0.015714665382636 0.01 0.007410543
0.0353755414415442 0.0854391101057001 0.01 0.00265661265723035
0.0512308338036879 0.215544611933919 0.01 0.007410543
0.0211968715973416 0.0486255786441566 0.01 0.007410543
0.0216122832684954 0.0308318644605027 0.0240610673781815 0.00342397139375782
0.0207449097499211 0.0324207634707992 0.01 0.007410543
0.0313650559832535 0.0699539832754506 0.0473956025967998 0.007410543
0.0327286848951405 0.0643666282822581 0.0574317583247993 0.007410543
0.0456008435622184 0.18108022590564 0.01 0.007410543
0.0250635268232444 0.0574258547038646 0.0900153289599959 0.007410543
0.0199244312143689 0.024462805828838 0.0224048346731433 0.007410543
0.00585507348526714 0.00216524620868137 0.01 0.007410543
0.146750037347571 1.43326289590024 0.01 0.00517818761107932
0.0124790102528291 0.00915216061044228 0.014077873522186 0.007410543
0.0244757669004017 0.0475018897376683 0.01 0.00210605044766509
0.00292423513379078 0.000372808649065497 0.01 0.007410543
0.121222094751628 1.2352785368166 0.01 0.007410543
0.0284184751655808 0.0584657383261971 0.01 0.007410543
0.00519814085273566 0.00230992901379859 0.0633982692618583 0.007410543
0.103786995669323 0.799735456122746 0.01 0.007410543
0.0299062038500116 0.0548813537630577 0.0457048995632589 0.007410543
0.0514571069784681 0.185117643739007 0.01 0.007410543
0.113375865672704 1.27902327224297 0.00867729181637556 0.007410543
0.0260661268782003 0.0552301197116287 0.0389227222664073 0.007410543
0.0425929958967405 0.128429920227355 0.0113222570691472 0.007410543
0.070993332893008 0.340802513214495 0.01 0.007410543
0.0313130449172427 0.0721822625067503 0.01 0.007410543
0.132224691189702 1.52066757524511 0.01 0.007410543
0.0316271547757493 0.0656006928989963 0.01 0.007410543
0.0179701447992502 0.0222448919379644 0.01 0.007410543
0.0216228850789333 0.0265644944358088 0.0418658128520008 0.007410543
0.00926486645867049 0.00554172459212607 0.01 0.007410543
0.00718181088967791 0.00353977062124713 0.0598843303908209 0.007410543
0.0685944129751693 0.389861775870441 0.0640018414143442 0.000477909604063246
0.0786568572691079 0.439196715024133 0.01 0.007410543
0.0547958016898535 0.291277615728828 0.01 0.007410543
0.0754887777778259 0.609824700212926 0.01 0.007410543
0.0529567096079963 0.22632299282137 0.0476651773970414 0.007410543
0.0219872961861486 0.0369588092245445 0.01 0.007410543
0.0558748134448832 0.256398266569722 0.0397960270837072 0.00422260315459987
0.0382672308612698 0.113311865191388 0.01 0.007410543
0.0868892727513269 0.66081511786033 0.01 0.007410543
0.0078258263428363 0.00655250957068218 0.01 0.007410543
0.00142425959241015 8.35669055956217e-05 0.01 0.007410543
0.00837420708577971 0.00305043334754808 0.0509978119407316 0.007410543
0.0287203018223851 0.0650491616470995 0.01 0.007410543
0.0692724165272827 0.367365511979699 0.0980084281272246 0.007410543
0.0466058734137673 0.192076970562256 0.01 0.007410543
0.0296574060239852 0.0513402028758448 0.01 0.007410543
0.0407047360775043 0.130142246431155 0.0730981401961756 0.007410543
0.0730110951840666 0.410300693736053 0.01 0.007410543
0.0640381129350983 0.417376852809882 0.01 0.007410543
0.0483552315743641 0.160898249189296 0.01 0.007410543
0.0198940286436675 0.0326252603054776 0.0317526842188632 0.007410543
0.0747240144204956 0.556352290979542 0.0650753463923971 0.007410543
0.0493428688640039 0.190175170511718 0.01 0.007410543
0.0418790377491412 0.160753433854406 0.0730060687273363 0.00531809937958175
0.0699480094850518 0.361350766578243 0.0761345078782145 0.007410543
0.0146724025267425 0.024036887286046 0.0380778901145976 0.007410543
0.00964342807207698 0.00448296377892807 0.01 0.007410543
0.0270225193518725 0.0591237022472049 0.01 0.007410543
0.0736705572742799 0.417437865083676 0.01 0.007410543
0.00586495018797188 0.00258790032832931 0.01 0.007410543
0.00788382522473942 0.00477792590591666 0.00842311673297152 0.007410543
0.0895418521263423 0.445077661218356 0.0990580909735658 0.007410543
0.118781143229959 1.01527259824242 0.0819602878616178 0.007410543
0.0587197324463259 0.252441487327991 0.01 0.007410543
0.0278923979395603 0.0608624310321584 0.059971107325025 0.007410543
0.0232562053962096 0.0307707591700912 0.01 0.007410543
0.0191607914169214 0.0275653495973182 0.0663547528261004 0.007410543
0.0148832200826561 0.0174983222856867 0.0245025383169409 0.007410543
0.0917854199625654 0.794983422862381 0.0770865626519815 0.007410543
0.000242044933141389 2.15433306199231e-06 0.0320849415985617 0.007410543
0.0680990521315078 0.29712057047085 0.0955191496263565 0.007410543
0.0104234861821564 0.00675564759662157 0.0589842634453223 0.007410543
0.0692663617815524 0.352125230699135 0.01 0.007410543
0.0701403315476212 0.400461515562983 0.0255075601518304 0.007410543
0.0310216828839748 0.0841038699830133 0.0720933029217948 0.007410543
0.00202208394877029 0.000171059144421356 0.01 0.007410543
0.0163887201975665 0.0151482677877851 0.01 0.007410543
0.0779909824003998 0.540543956053491 0.0619029657102532 0.007410543
0.0611183322285382 0.302118026881775 0.01 0.007410543
0.00423715530606289 0.00112447794393137 0.01 0.007410543
0.00406812506636581 0.000926057129386411 0.01 0.00425387334639349
0.0298160127214108 0.0489537339699673 0.026021103583035 0.007410543
0.0410972801619414 0.148644772247536 0.01 0.007410543
0.0236751653693555 0.0475508281747804 0.01 0.007410543
0.071743776997841 0.379337921144974 0.01 0.00208349284766686
0.0294995662177127 0.0667549095041359 0.01 0.00395891727221349
0.0430196792617643 0.14534615043883 0.01 0.007410543
0.00733322192942058 0.00497146762032502 0.01 0.007410543
0.0608434367433544 0.31267682239495 0.0682067867974796 0.007410543
0.0237519471650239 0.0446404008803922 0.01 0.007410543
0.0100721356056813 0.00502538985229458 0.01 0.007410543
0.0743863917200038 0.543704103475719 0.01 0.00718748021845373
0.0246800367136703 0.0577604307553925 0.01 0.007410543
0.0134510064024449 0.0100516363145323 0.01 0.007410543
0.110417155348679 1.19727856329041 0.01 0.007410543
0.0445380042506469 0.142381390666319 0.01 0.007410543
0.00483689298189595 0.00150298668528192 0.01 0.007410543
0.0124075990343469 0.0138967491173232 0.01 0.007410543
0.000228753479281396 2.49446936316255e-06 0.01 0.007410543
0.0343337730993975 0.0986101914540873 0.01 0.007410543
0.0319555583198548 0.0701849883920862 0.01 0.007410543
0.0457157885647996 0.128938240378088 0.0244865509661292 0.007410543
0.0400436884745282 0.166744492048286 0.01 0.007410543
0.134586462462869 1.28796291221123 0.0840956512658402 0.007410543
0.065453257046735 0.363028287484086 0.01 0.00511779991268429
0.0780108850026268 0.418063424504903 0.049740142827336 0.007410543
0.0874389489745259 0.477087984284897 0.0562168709359627 0.00322705173652741
0.00237465450747171 0.000329841228560419 0.01 0.007410543
0.0090452100205328 0.00510534852030092 0.01 0.007410543
0.0363995851815437 0.105954278333677 0.01 0.007410543
0.0878614708580641 0.543364182264421 0.01 0.007410543
0.0119726343676493 0.0105572744603722 0.01 0.007410543
0.0169372497431713 0.0202845132524452 0.01 0.007410543
0.0612584757519641 0.239344148535312 0.01 0.007410543
0.0347309459436408 0.0953516706863042 0.01 0.007410543
0.0410090492047815 0.102104263708797 0.0302488912179524 0.007410543
0.133733822656936 1.31390320842257 0.01 0.000371212627339398
0.00104711342716465 3.98282409895293e-05 0.01 0.007410543
0.0577005653761487 0.233265610292198 0.0691244561181794 0.007410543
0.021399123367037 0.0337536554167091 0.01 0.007410543
0.0582119633086762 0.273402420193384 0.0740312128464085 0.007410543
0.0338995169360743 0.0770947549135199 0.01 0.007410543
0.0217938637089849 0.0445814056082454 0.0962964956280852 0.007410543
0.0187720021276443 0.024943054628173 0.01 0.007410543
0.0240171820203523 0.0399792848380306 0.0946655264242571 0.007410543
0.0151050620978262 0.0171573719149358 0.0892588676475324 0.007410543
0.0443817930813181 0.149916096119264 0.0154828740260016 0.007410543
0.0198498679832483 0.0280877003900981 0.01 0.007410543
0.0698973154726126 0.56891686499412 0.0440866070388805 0.007410543
0.0414193138178582 0.130755793340681 0.01 0.00261729425583257
0.02104462402032 0.045690776619951 0.01 0.007410543
0.0373083918766798 0.162541762954244 0.0615351727490623 0.007410543
0.00133436529034755 7.22127170432039e-05 0.01 0.007410543
0.00618247553963219 0.00343860445485528 0.01 0.007410543
0.0559098920334114 0.210096127338288 0.0386939588397109 0.007410543
0.0853832520465311 0.548485192158476 0.0201976275019311 0.007410543
0.0288202742703333 0.0645762193031572 0.01 0.007410543
0.0758735065331795 0.339248387545927 0.0508406670169786 0.007410543
0.0339257152032149 0.0987514237037929 0.01 0.00806358601809938
0.0448605830011953 0.205300583501747 0.01 0.000879602815215369
0.0210250620509666 0.0456293345134513 0.01 0.007410543
0.0352129484158041 0.151208298978748 0.01 0.007410543
0.114681505595265 1.15554575352922 0.01 0.007410543
0.034464019093951 0.0864712688116029 0.01 0.007410543
0.0381290322426269 0.198574844228325 0.01 0.007410543
0.0913355871422178 0.582416410836741 0.01 0.007410543
0.0395479851863184 0.104586919030812 0.01 0.007410543
0.0175183136388612 0.0223879693621928 0.01 0.007410543
0.0132899856535156 0.0124986546883164 0.01 0.00701256979825153
0.00139929674221789 6.22886687157591e-05 0.01 0.007410543
0.053747268581778 0.212238079805661 0.0518152837100404 0.007410543
0.0112599144059981 0.00698536165394919 0.0673648631218113 0.007410543
0.00127907244593284 4.94322245422739e-05 0.01 0.007410543
0.0311006155506051 0.0637849445140356 0.0300686069634371 0.007410543
0.00250432917626298 0.000315273566035402 0.0534336924050385 0.007410543
0.0216870405542652 0.0351581409918806 0.01 0.007410543
0.017593487683012 0.0283486481894645 0.01 0.007410543
0.0315578836695702 0.0828895606538436 0.01 0.007410543
0.0375519898702695 0.132631954793361 0.060381028337184 0.007410543
0.0674201604841883 0.380910781163206 0.01 0.007410543
0.0475284427699539 0.184572295590882 0.01 0.007410543
0.0207317539603546 0.0314016941063806 0.01 0.007410543
