0.672802 0.570011 0.668479 0.777329 0.599170 -0.057085 -0.665203 -1.370085 -1.460093 -0.322282 0.586957 
-0.921565 0.268116 -0.100322 0.109761 0.906205 1.438532 -1.302822 -0.247541 0.430541 0.093650 -0.674555 
1.132816 0.629558 0.536422 0.469117 -0.166935 -1.404724 -1.294092 -0.718728 -0.212347 0.145647 0.883268 
-0.151943 -0.357913 -0.578999 -0.565569 -0.036726 0.080244 -1.021616 -0.230765 0.806472 1.685381 0.371432 
-1.065656 0.168133 0.392752 0.331230 0.652297 1.165126 0.773835 0.378652 -0.321007 -1.173607 -1.301754 
-0.206940 1.585930 1.154516 0.050628 -0.275089 0.016194 0.293508 -0.315212 -0.976596 -0.917743 -0.409197 
0.807058 0.314473 0.120724 -0.014979 -0.324842 -1.074877 -1.278882 -1.012175 0.029338 1.442193 0.991969 
0.071722 0.745257 0.347195 0.484968 0.683085 0.379916 -1.769747 -1.331764 -0.393937 0.476639 0.306667 
-0.760618 0.860599 0.466867 -0.208441 -0.447421 -0.023819 1.709958 0.577704 -0.352463 -0.922568 -0.899799 
-0.867942 -0.796189 -0.760145 -0.364604 0.438737 1.307271 1.139323 1.032689 0.430345 -0.730920 -0.828565 
0.010307 -0.690731 -1.080592 -1.054328 -0.716938 -0.264515 0.316464 1.085352 1.353658 0.819041 0.222281 
-0.624972 -0.986151 -1.137596 -0.778233 0.013678 0.668047 0.768958 1.274216 1.207309 0.169646 -0.574902 
-0.419895 -0.745747 -0.789074 -0.668209 -0.433318 0.162476 1.710532 1.409684 0.482090 -0.482394 -0.226146 
0.183977 -0.337009 -0.422351 -0.260808 -0.087627 -0.072779 1.016935 1.422314 0.017216 -1.594644 0.134777 
0.445856 -0.951389 -0.286843 -0.571199 -0.440112 -0.279898 0.090780 0.038067 -0.271934 0.755347 1.471326 
-0.689679 -0.321384 -0.133721 0.575906 1.215540 1.662526 0.406341 -0.471382 -0.859654 -0.856434 -0.528059 
0.508715 -0.506785 -0.401327 -0.434791 -0.843792 -1.478960 0.410156 1.170614 0.921163 0.328397 0.326608 
0.877895 0.116137 -0.116052 -0.294963 -0.804063 -1.503952 -1.044234 0.192022 0.893850 0.838423 0.844937 
0.758607 0.491039 0.501335 0.362069 0.144675 -0.608982 -1.023605 -1.578875 -0.960473 1.020224 0.893985 
-0.542999 0.354054 0.566448 0.858259 1.096248 1.215659 -0.521440 -1.206438 -0.972454 -0.455764 -0.391574 
