-3187.07 -2816.969 -898.5857 866.2625 1008.485 471.9191 867.8786 1604.848 1005.252 -777.3736 -1052.121 628.6867 1991.111 1737.373 -4.848484 -698.1816 -342.6262 572.1211 746.6665 576.9695 -337.7777 -1389.899 -1475.555 677.1716 1713.131 206.8686 -809.6968 -669.0908 -324.8484 916.3635 1687.272 732.121 -74.34342 22.62626 410.505 392.7272 59.79797 -520.4039 -1364.04 -875.9594 1006.868 1467.474 6.464645 -651.313 465.4544 1149.091 244.0403 -30.70706 1162.02 1737.373 237.5757 -1242.828 1081.212 3536.161 334.5454 -3111.11 -1310.707 223.0303 -106.6666 646.4645 1451.313 1976.565 1168.485 -1918.383 -3014.141 -1076.363 1315.555 2466.262 1417.373 200.404 961.616 1608.08 363.6363 -303.8383 1132.929 2252.929 1813.333 -108.2828 -1823.03 -1132.929 1262.222 2655.353 1811.717 366.8686 -415.3535 -1288.081 -391.111 1585.454 1498.182 277.9797 -395.9595 -342.6262 801.616 2322.424 1344.646 -1637.171 -2046.06 536.5656 2251.313 2306.262 843.6362 -743.4342 -1157.172 -591.515 -192.3232 158.3838 -19.39394 -54.94948 749.8988 1128.081 512.3231 -151.9192 -1029.495 -1591.919 -762.8281 279.5959 437.9797 -724.0402 -2021.818 -1808.484 -465.4544 -37.17171 -40.40403 585.0504 830.7069 237.5757 -244.0403 0
-1685.656 -2805.656 -2155.959 -788.6867 399.1918 620.606 255.3535 1018.182 1714.747 1006.868 -685.2524 -504.2423 945.4543 1874.747 1221.818 -226.2626 -334.5454 182.6262 635.1514 638.3837 88.88887 -1171.717 -1679.192 -379.7979 1756.767 1171.717 -531.717 -908.2827 -1002.02 -126.0606 1478.788 1275.151 195.5555 610.9089 782.222 19.39394 -344.2423 -258.5858 -827.4745 -1095.757 289.2929 1499.798 405.6565 -871.1109 119.5959 1006.868 177.7777 93.73735 1139.394 1819.798 837.1715 -735.3534 770.9089 2933.333 232.7272 -2547.07 -745.0504 407.2726 -418.5858 266.6666 1120 1889.292 1556.363 -1601.616 -3406.868 -1480.404 1493.333 2994.747 1706.666 287.6767 1076.363 1470.707 357.1716 -53.33332 788.6867 2128.484 2065.454 -352.3232 -1688.889 24.24242 2063.838 2285.252 1184.646 247.2727 -329.6969 -882.4241 -43.63635 1548.282 1048.889 -279.5959 -517.1716 -266.6666 917.9796 2406.464 572.1211 -2159.191 -787.0706 2315.959 2847.676 1304.242 -400.808 -1000.404 -429.8989 -334.5454 -326.4646 -63.03029 210.101 738.5857 943.8382 54.94948 -374.9494 -538.1817 -1149.091 -1160.404 -202.0202 300.606 -298.9898 -1511.111 -2018.585 -1237.979 -588.2827 -54.94948 675.5554 995.5554 239.1919 -636.7675 -520.4039 331.313
153.5353 -1404.444 -2080 -1742.222 -1053.737 -518.7878 -14.54545 130.9091 1249.293 1898.99 884.0402 -324.8484 174.5454 993.9392 1362.424 635.1514 -129.2929 17.77777 353.9393 420.2019 331.313 -633.5352 -1889.292 -926.0604 1475.555 2183.434 334.5454 -969.6968 -1520.808 -1128.081 649.6968 1587.07 926.0604 701.414 961.616 214.9494 -693.3332 -334.5454 -132.5252 -769.2928 -397.5757 762.8281 694.9493 -457.3736 -476.7676 400.808 151.9192 59.79797 929.2927 1790.707 1252.525 79.1919 685.2524 1784.242 -413.7373 -1955.555 130.9091 562.4241 -903.4341 1.616161 1134.545 1995.959 1884.444 -1275.151 -3498.989 -1706.666 1535.353 3094.949 2058.99 756.3635 1120 1073.131 114.7475 35.55555 842.02 2291.717 2164.04 -525.2524 -911.515 1158.788 1876.363 1254.141 648.0807 631.9191 287.6767 -670.7069 316.7676 1532.121 420.2019 -423.4343 -358.7878 -313.5353 1181.414 2307.878 -124.4444 -1792.323 842.02 2999.595 1973.333 386.2625 -627.0706 -863.0301 -190.707 -109.899 -465.4544 231.1111 938.9897 618.9897 -166.4646 -746.6665 -425.0504 -258.5858 -814.5453 -727.2726 -24.24242 256.9696 -854.9493 -1921.616 -1986.262 -1301.01 -235.9595 688.4847 1220.202 345.8585 -1002.02 -1231.515 -117.9798 -127.6767
1087.677 450.909 -615.7574 -1452.929 -1824.646 -1604.848 -1081.212 -420.2019 423.4343 1331.717 1446.464 593.1312 349.0908 914.7473 1129.697 594.7474 -93.73735 42.02019 546.2625 777.3736 442.8282 -145.4545 -1344.646 -1315.555 863.0301 2223.838 1417.373 -224.6464 -1268.687 -1984.646 -578.5858 1142.626 993.9392 1021.414 1764.848 570.5049 -1126.464 -607.6766 489.6969 -72.72726 -911.515 -50.101 821.0099 -16.16161 -633.5352 96.96967 235.9595 116.3636 767.6766 1556.363 1569.293 1110.303 1166.868 606.0605 -1428.687 -1373.737 838.7877 690.1009 -1157.172 -347.4747 1171.717 1740.606 1798.787 -722.4241 -3410.1 -2067.07 1360.808 2923.636 1802.02 1092.525 1331.717 585.0504 -126.0606 151.9192 1113.535 2610.1 1895.757 -793.5352 17.77777 2147.878 1302.626 114.7475 580.2019 1252.525 606.0605 -405.6565 672.3231 1228.283 -79.1919 -428.2827 -392.7272 -166.4646 1719.596 1847.272 -963.2321 -972.9291 1672.727 2178.585 993.9392 -53.33332 -863.0301 -617.3736 90.50503 -147.0707 79.1919 966.4644 606.0605 -342.6262 -1026.262 -404.0403 363.6363 -226.2626 -743.4342 -92.12119 483.2322 -552.7272 -1684.04 -2409.697 -1797.171 -265.0504 727.2726 1037.576 525.2524 -959.9998 -1391.515 -384.6464 -108.2828 -661.0099
853.3331 808.0806 623.8383 206.8686 -686.8685 -1452.929 -1926.464 -1444.848 -492.9292 675.5554 1107.07 1178.182 968.0806 1195.959 1074.747 661.0099 29.0909 108.2828 436.3636 783.8382 816.1614 339.3939 -842.02 -1944.242 -833.9392 1511.111 1960.404 1027.879 -319.9999 -1465.858 -1596.767 -298.9898 706.2625 1121.616 1876.363 1512.727 -809.6968 -1777.777 -176.1616 898.5857 -213.3333 -730.5049 111.5151 486.4645 75.95958 51.71716 263.4343 261.8181 817.7776 1212.121 1123.232 1685.656 2130.101 281.2121 -2299.797 -1730.909 1029.495 914.7473 -1115.151 -337.7777 998.7877 1275.151 1727.676 -111.5151 -3284.04 -2647.272 1089.293 2726.464 1772.929 1519.192 1486.868 311.9191 -470.3029 -9.696968 1343.03 2425.858 1271.919 -473.5352 1079.596 2306.262 404.0403 -470.3029 963.2321 1721.212 631.9191 -294.1414 854.9493 762.8281 -366.8686 -101.8182 -202.0202 232.7272 1823.03 1212.121 -790.3029 -142.2222 1606.464 1561.212 324.8484 -491.313 -719.1918 -71.1111 334.5454 48.48484 465.4544 646.4645 -151.9192 -780.6059 -491.313 106.6666 400.808 -96.96967 -231.1111 423.4343 -213.3333 -1461.01 -2794.343 -2278.787 -158.3838 1271.919 1184.646 358.7878 -1016.565 -1417.373 -515.5554 182.6262 82.42422 -643.2322
121.2121 363.6363 402.4242 554.3433 1042.424 208.4848 -1023.03 -2298.181 -2010.505 -373.3333 1048.889 1124.848 871.1109 1042.424 1663.03 1265.454 520.4039 -242.4242 135.7576 617.3736 601.212 386.2625 -444.4443 -1768.08 -2123.636 64.64645 2113.939 2047.676 1008.485 -573.7372 -1672.727 -1231.515 -336.1615 475.1514 2047.676 2362.828 -297.3737 -2446.868 -1204.04 1076.363 917.9796 -953.5352 -780.6059 719.1918 906.6664 197.1717 -74.34342 444.4443 903.4341 821.0099 555.9595 1866.666 3127.272 536.5656 -2771.717 -1999.192 564.0403 859.7978 -515.5554 -213.3333 717.5756 719.1918 1331.717 457.3736 -2637.575 -2762.02 811.3129 2243.232 1713.131 2086.464 1614.545 -98.58584 -594.7474 431.515 1750.303 1958.787 597.9797 156.7676 2008.888 1764.848 -871.1109 -510.707 1981.414 2050.909 336.1615 -185.8586 379.7979 37.17171 69.49493 525.2524 32.32323 421.8181 1953.939 956.7675 -599.5958 599.5958 1629.091 1002.02 -63.03029 -665.8585 -318.3838 667.4746 302.2222 -96.96967 252.1212 17.77777 -509.0908 -568.8888 -376.5656 531.717 869.4948 383.0302 210.101 -313.5353 -1507.878 -2844.444 -2288.484 -252.1212 1431.919 1562.828 349.0908 -874.3433 -1312.323 -727.2726 127.6767 479.9999 -163.2323 -116.3636
512.3231 219.7979 -21.0101 -80.80806 362.0201 1228.283 736.9695 -1081.212 -2556.767 -1999.192 -174.5454 882.4241 670.7069 690.1009 1073.131 1643.636 1535.353 489.6969 -302.2222 237.5757 336.1615 -61.41413 106.6666 -504.2423 -1653.333 -1263.838 827.4745 1974.949 1617.777 594.7474 -651.313 -1661.414 -1522.424 -341.01 1420.606 2770.1 1231.515 -2188.282 -2387.07 549.4948 1525.656 -353.9393 -1372.121 366.8686 1381.818 509.0908 -168.0808 182.6262 867.8786 539.7979 345.8585 2172.121 3754.343 1176.565 -2496.969 -2506.666 -328.0807 678.7877 150.303 211.7171 659.3938 226.2626 641.616 971.3129 -1423.838 -2505.05 447.6767 2186.666 1905.454 2206.06 1417.373 -538.1817 -777.3736 942.222 2369.292 1614.545 509.0908 1097.374 2152.727 478.3837 -1617.777 206.8686 2894.545 2351.515 195.5555 -502.6262 -412.1211 -158.3838 766.0604 1113.535 -161.6161 407.2726 1709.899 572.1211 -253.7373 572.1211 1532.121 938.9897 -326.4646 -454.1413 722.4241 937.3735 -349.0908 -903.4341 -389.4949 1.616161 -300.606 -767.6766 -177.7777 1060.202 1494.949 499.3938 -669.0908 -1803.636 -2786.262 -2294.949 -273.1313 1310.707 1533.737 256.9696 -701.414 -1094.141 -593.1312 63.03029 195.5555 -27.47474 25.85858 84.04038
809.6968 906.6664 515.5554 -185.8586 -919.5958 -79.1919 1428.687 1360.808 -738.5857 -2425.858 -1763.232 -413.7373 418.5858 276.3636 353.9393 1174.949 1808.484 1509.495 323.2322 77.57574 513.9393 -17.77777 -231.1111 260.202 -416.9696 -1136.161 -426.6666 827.4745 1283.232 1231.515 415.3535 -825.8584 -1760 -1549.899 499.3938 2603.636 2353.131 -601.212 -2556.767 -581.8181 1549.899 315.1515 -1473.939 -476.7676 1431.919 1055.353 -200.404 -8.080807 630.3029 210.101 331.313 2590.707 3964.444 1388.282 -1835.959 -2126.868 -665.8585 268.2828 501.01 938.9897 940.6058 -211.7171 -90.50503 1034.343 -462.2221 -1777.777 358.7878 2031.515 1871.515 1953.939 1170.101 -510.707 -596.3635 1207.272 2335.353 1485.252 908.2827 1824.646 1753.535 -547.8787 -1517.575 1158.788 3431.11 2259.394 143.8383 -793.5352 -917.9796 116.3636 1501.414 1113.535 -213.3333 392.7272 1402.828 210.101 -483.2322 661.0099 1163.636 319.9999 -11.31313 408.8888 966.4644 51.71716 -1016.565 -937.3735 -211.7171 -318.3838 -591.515 -505.8585 753.1312 2222.222 804.8483 -1223.434 -2440.404 -2907.474 -2543.838 -522.0201 1283.232 1582.222 9.696968 -1060.202 -1005.252 -426.6666 19.39394 51.71716 51.71716 -286.0605 -289.2929 -526.8686
769.2928 531.717 895.3533 998.7877 -169.6969 -1307.474 -92.12119 1635.555 1520.808 -298.9898 -1902.222 -1863.434 -968.0806 -51.71716 -48.48484 276.3636 1483.636 1991.111 1260.606 520.4039 609.2928 429.8989 -353.9393 -187.4747 185.8586 -256.9696 -780.6059 -337.7777 400.808 1165.252 1341.414 337.7777 -1053.737 -1545.05 -772.5251 1491.717 2770.1 720.8079 -1895.757 -1394.747 1228.283 958.3836 -1696.969 -879.1917 1672.727 1443.232 27.47474 -223.0303 130.9091 -92.12119 352.3232 2608.484 3705.858 1223.434 -1187.879 -1187.879 -698.1816 -339.3939 651.313 1797.171 1570.909 -21.0101 -1084.444 -27.47474 447.6767 -664.2423 4.848484 1810.101 2065.454 1465.858 930.9089 11.31313 -386.2625 947.0705 2155.959 1346.262 1376.969 2361.212 1192.727 -1252.525 -913.1311 2162.424 3610.504 1853.737 -349.0908 -1066.666 -761.212 791.919 1928.08 921.2119 -256.9696 880.8079 1153.939 -124.4444 -265.0504 614.1413 686.8685 289.2929 339.3939 741.818 -19.39394 -985.8584 -1068.283 -182.6262 -106.6666 -261.8181 -478.3837 488.0807 2448.484 1452.929 -1692.121 -3280.807 -2888.08 -2290.101 -976.1614 859.7978 1457.777 271.5151 -1107.07 -1383.434 -638.3837 171.3131 274.7474 -17.77777 -302.2222 -484.8484 -610.9089 -785.4543
602.8281 -53.33332 172.9293 961.616 1519.192 51.71716 -1412.525 -155.1515 1494.949 1461.01 -242.4242 -1402.828 -1724.444 -1066.666 -719.1918 -16.16161 719.1918 1761.616 1714.747 1006.868 1079.596 1074.747 103.4343 -559.1918 -425.0504 -413.7373 -245.6565 -468.6868 -402.4242 297.3737 1409.293 1393.131 311.9191 -909.8988 -1289.697 -12.92929 2112.323 1790.707 -793.5352 -1376.969 61.41413 509.0908 -832.3231 -757.9796 1805.252 1944.242 -88.88887 -303.8383 -153.5353 -543.0302 269.8989 2608.484 3414.949 1037.576 -987.4745 -746.6665 -357.1716 -454.1413 105.0505 1805.252 2610.1 530.1009 -2146.262 -1436.767 1014.949 420.2019 -471.9191 1551.515 2425.858 998.7877 764.4443 669.0908 -135.7576 817.7776 2138.181 1473.939 1540.202 2406.464 885.6564 -1360.808 -418.5858 2626.262 3503.838 1473.939 -499.3938 -1236.363 -483.2322 1506.262 2081.616 594.7474 87.27271 837.1715 877.5756 -210.101 -410.505 740.2018 525.2524 489.6969 656.1615 -121.2121 -1231.515 -1199.192 -229.4949 273.1313 61.41413 130.9091 585.0504 1709.899 1535.353 -1210.505 -3655.757 -3424.646 -1873.131 -926.0604 494.5453 1118.384 589.8989 -819.3937 -1546.666 -1124.848 -98.58584 227.8787 14.54545 -169.6969 -413.7373 -366.8686 -631.9191 -1170.101
