0.03 1.0
0.06 1.0
0.04 1.0
0.08 1.0
0.05 1.0
0.10 1.0
0.03 2.0
0.06 2.0
0.04 2.0
0.08 2.0
0.05 2.0
0.10 2.0
0.03 3.0
0.06 3.0
0.04 3.0
0.08 3.0
0.05 3.0
0.10 3.0
